ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003
LK-4136060,213,212,1,0
LK-4136065,579,571,7,1
LK-4136070,461,456,5,0
LK-4136075,444,441,3,0
LK-4136080,447,437,10,0
LK-4136085,433,431,2,0
LK-4136090,553,551,2,0
LK-4136095,348,347,1,0
LK-4136100,339,336,3,0
LK-4136105,462,458,4,0
LK-4136110,448,447,1,0
LK-4136115,410,408,1,1
LK-4136120,425,424,1,0
LK-4136125,496,496,0,0
LK-4136130,267,265,2,0
LK-4136135,356,355,0,1
LK-4136140,273,273,0,0
LK-4139,5860,5854,6,0
LK-4139005,108,108,0,0
LK-4139010,123,122,1,0
LK-4139015,236,236,0,0
LK-4139020,477,476,1,0
LK-4139025,212,212,0,0
LK-4139030,212,212,0,0
LK-4139035,148,148,0,0
LK-4139040,242,242,0,0
LK-4139045,110,110,0,0
LK-4139050,176,176,0,0
LK-4139055,325,325,0,0
LK-4139060,118,117,1,0
LK-4139065,270,270,0,0
LK-4139070,145,145,0,0
LK-4139075,188,188,0,0
LK-4139080,99,99,0,0
LK-4139085,96,96,0,0
LK-4139090,90,90,0,0
LK-4139095,280,280,0,0
LK-4139100,340,340,0,0
LK-4139105,133,133,0,0
LK-4139110,185,185,0,0
LK-4139115,92,92,0,0
LK-4139120,51,51,0,0
LK-4139125,149,148,1,0
LK-4139130,159,159,0,0
LK-4139135,212,212,0,0
LK-4139140,305,304,1,0
LK-4139145,258,257,1,0
LK-4139150,321,321,0,0
LK-4142,1284,1279,5,0
LK-4142005,243,243,0,0
LK-4142010,180,179,1,0
LK-4142015,268,267,1,0
LK-4142020,204,201,3,0
LK-4142025,206,206,0,0
LK-4142030,183,183,0,0
LK-42,27891,27690,189,12
LK-4203,13001,12886,108,7
LK-4203005,255,254,1,0
LK-4203010,24,21,2,1
LK-4203015,369,369,0,0
LK-4203020,195,192,3,0
LK-4203025,142,142,0,0
LK-4203030,90,90,0,0
LK-4203035,389,386,3,0
LK-4203040,606,604,2,0
LK-4203045,288,284,4,0
LK-4203050,284,284,0,0
LK-4203055,493,492,1,0
LK-4203060,216,214,0,2
LK-4203065,183,183,0,0
LK-4203070,429,427,2,0
LK-4203075,136,130,6,0
LK-4203080,102,102,0,0
LK-4203085,221,220,1,0
LK-4203090,111,111,0,0
LK-4203095,136,136,0,0
LK-4203100,340,337,3,0
LK-4203105,518,517,1,0
LK-4203110,612,610,2,0
LK-4203115,92,92,0,0
LK-4203120,173,173,0,0
LK-4203125,480,475,5,0
LK-4203130,542,536,5,1
LK-4203135,368,363,5,0
LK-4203140,939,933,6,0
LK-4203145,535,531,2,2
LK-4203150,439,431,7,1
LK-4203155,320,309,11,0
LK-4203160,485,480,5,0
LK-4203165,321,318,3,0
LK-4203170,224,223,1,0
LK-4203175,177,169,8,0
LK-4203180,168,162,6,0
LK-4203185,335,333,2,0
LK-4203190,176,176,0,0
LK-4203195,10,9,1,0
LK-4203200,120,117,3,0
LK-4203205,61,60,1,0
LK-4203210,32,32,0,0
LK-4203215,98,97,1,0
LK-4203220,109,109,0,0
LK-4203225,8,8,0,0
LK-4203230,123,121,2,0
LK-4203235,231,231,0,0
LK-4203240,76,74,2,0
LK-4203245,220,219,1,0
LK-4206,4676,4650,22,4
LK-4206005,187,185,2,0
LK-4206010,226,223,3,0
LK-4206015,366,365,1,0
LK-4206020,133,133,0,0
LK-4206025,162,159,2,1
LK-4206030,77,77,0,0
LK-4206035,49,49,0,0
LK-4206040,107,107,0,0
LK-4206045,119,119,0,0
LK-4206050,120,120,0,0
LK-4206055,169,169,0,0
LK-4206060,131,131,0,0
LK-4206065,88,88,0,0
LK-4206070,104,103,1,0
LK-4206075,115,114,1,0
LK-4206080,29,28,0,1
LK-4206085,34,32,2,0
LK-4206090,87,87,0,0
LK-4206095,75,75,0,0
LK-4206100,29,29,0,0
LK-4206105,259,259,0,0
LK-4206110,42,42,0,0
LK-4206115,98,98,0,0
LK-4206120,60,60,0,0
LK-4206125,114,111,3,0
LK-4206130,125,122,2,1
LK-4206135,111,111,0,0
LK-4206140,213,211,2,0
LK-4206145,72,72,0,0
LK-4206150,97,95,2,0
LK-4206155,236,236,0,0
LK-4206160,145,145,0,0
LK-4206165,157,155,1,1
LK-4206170,200,200,0,0
LK-4206175,94,94,0,0
LK-4206180,246,246,0,0
LK-4209,2688,2665,23,0
LK-4209005,238,235,3,0
LK-4209010,31,31,0,0
LK-4209015,127,125,2,0
LK-4209020,94,94,0,0
LK-4209025,78,78,0,0
LK-4209030,152,152,0,0
LK-4209035,90,90,0,0
LK-4209040,267,266,1,0
LK-4209045,169,164,5,0
LK-4209050,154,154,0,0
LK-4209055,441,437,4,0
LK-4209060,411,409,2,0
LK-4209065,147,144,3,0
LK-4209070,15,14,1,0
LK-4209075,52,52,0,0
LK-4209080,72,72,0,0
LK-4209085,150,148,2,0
LK-4212,4843,4813,29,1
LK-4212005,182,181,1,0
LK-4212010,166,162,4,0
LK-4212015,366,364,1,1
LK-4212020,277,276,1,0
LK-4212025,234,234,0,0
LK-4212030,132,130,2,0
LK-4212035,138,138,0,0
LK-4212040,64,64,0,0
LK-4212045,132,132,0,0
LK-4212050,108,108,0,0
LK-4212055,18,18,0,0
LK-4212060,138,137,1,0
LK-4212065,276,270,6,0
LK-4212070,64,64,0,0
LK-4212075,62,61,1,0
LK-4212080,92,92,0,0
LK-4212085,117,117,0,0
LK-4212090,61,61,0,0
LK-4212095,110,108,2,0
LK-4212100,106,106,0,0
LK-4212105,132,132,0,0
LK-4212110,126,124,2,0
LK-4212115,141,141,0,0
LK-4212120,149,149,0,0
LK-4212125,534,529,5,0
LK-4212130,123,123,0,0
LK-4212135,105,105,0,0
LK-4212140,214,214,0,0
LK-4212145,150,150,0,0
LK-4212150,234,232,2,0
LK-4212155,92,91,1,0
LK-4215,2683,2676,7,0
LK-4215005,279,277,2,0
LK-4215010,214,214,0,0
LK-4215015,45,45,0,0
LK-4215020,103,103,0,0
LK-4215025,115,115,0,0
LK-4215030,71,71,0,0
LK-4215035,94,94,0,0
LK-4215040,188,188,0,0
LK-4215045,159,158,1,0
LK-4215050,142,142,0,0
LK-4215055,51,51,0,0
LK-4215060,187,185,2,0
LK-4215065,141,139,2,0
LK-4215070,257,257,0,0
LK-4215075,187,187,0,0
LK-4215080,104,104,0,0
LK-4215085,128,128,0,0
LK-4215090,134,134,0,0
LK-4215095,22,22,0,0
LK-4215100,62,62,0,0
LK-43,48006,47680,317,9
LK-4303,3149,3112,34,3
LK-4303005,17,17,0,0
LK-4303010,11,10,1,0
LK-4303015,47,47,0,0
LK-4303020,100,99,0,1
LK-4303025,141,141,0,0
LK-4303030,211,200,10,1
LK-4303035,199,199,0,0
LK-4303040,240,240,0,0
LK-4303045,152,152,0,0
LK-4303050,144,144,0,0
LK-4303055,149,148,1,0
LK-4303060,196,194,2,0
LK-4303065,65,64,1,0
LK-4303070,152,151,1,0
LK-4303075,168,167,1,0
LK-4303080,240,233,7,0
LK-4303085,232,230,2,0
LK-4303090,351,347,4,0
LK-4303095,208,207,1,0
LK-4303100,126,122,3,1
LK-4306,4403,4342,60,1
LK-4306005,263,260,3,0
LK-4306010,78,78,0,0
LK-4306015,78,78,0,0
LK-4306020,214,212,2,0
LK-4306025,138,136,2,0
LK-4306030,86,84,2,0
LK-4306035,166,163,3,0
LK-4306040,277,275,2,0
LK-4306045,336,330,6,0
LK-4306050,278,270,7,1
LK-4306055,216,215,1,0
LK-4306060,399,392,7,0
LK-4306065,205,202,3,0
LK-4306070,249,247,2,0
LK-4306075,217,213,4,0
LK-4306080,186,180,6,0
LK-4306085,232,230,2,0
LK-4306090,276,272,4,0
LK-4306095,235,234,1,0
LK-4306100,274,271,3,0
LK-4309,32361,32169,188,4
LK-4309005,298,297,1,0
LK-4309010,202,201,1,0
LK-4309015,158,158,0,0
LK-4309020,104,104,0,0
LK-4309025,128,127,1,0
LK-4309030,114,113,1,0
LK-4309035,98,97,1,0
LK-4309040,201,201,0,0
LK-4309045,109,109,0,0
LK-4309050,32,32,0,0
LK-4309055,361,360,1,0
LK-4309060,231,231,0,0
LK-4309065,250,250,0,0
LK-4309070,1224,1221,3,0
LK-4309075,1165,1162,3,0
LK-4309080,1682,1679,2,1
LK-4309085,949,945,4,0
LK-4309090,1578,1573,5,0
LK-4309095,1640,1632,8,0
LK-4309100,1165,1121,42,2
LK-4309105,249,244,5,0
LK-4309110,289,284,5,0
LK-4309115,778,777,1,0
LK-4309120,1165,1165,0,0
LK-4309125,482,482,0,0
LK-4309130,526,523,3,0
LK-4309135,751,750,1,0
LK-4309140,578,566,11,1
LK-4309145,706,706,0,0
LK-4309150,1252,1250,2,0
LK-4309155,621,621,0,0
LK-4309160,633,632,1,0
LK-4309165,554,549,5,0
LK-4309170,978,978,0,0
LK-4309175,2388,2370,18,0
LK-4309180,1086,1083,3,0
LK-4309185,1555,1551,4,0
LK-4309190,963,955,8,0
LK-4309195,1692,1681,11,0
LK-4309200,1831,1827,4,0
LK-4309205,1314,1281,33,0
LK-4309210,281,281,0,0
LK-4312,8093,8057,35,1
LK-4312005,2581,2578,3,0
LK-4312010,185,185,0,0
LK-4312015,174,173,1,0
LK-4312020,80,80,0,0
LK-4312025,94,94,0,0
LK-4312030,507,503,3,1
LK-4312035,293,292,1,0
LK-4312040,280,280,0,0
LK-4312045,297,296,1,0
LK-4312050,232,231,1,0
LK-4312055,342,342,0,0
LK-4312060,486,486,0,0
LK-4312065,573,565,8,0
LK-4312070,608,601,7,0
LK-4312075,650,649,1,0
LK-4312080,156,148,8,0
LK-4312085,204,204,0,0
LK-4312090,82,82,0,0
LK-4312095,72,71,1,0
LK-4312100,197,197,0,0
LK-44,28774,28585,176,13
LK-4403,2676,2660,16,0
LK-4403005,158,158,0,0
LK-4403010,93,93,0,0
LK-4403015,89,89,0,0
LK-4403020,393,390,3,0
LK-4403025,142,141,1,0
LK-4403030,151,150,1,0
LK-4403035,172,171,1,0
LK-4403040,85,83,2,0
LK-4403045,206,205,1,0
LK-4403050,33,33,0,0
LK-4403055,109,109,0,0
LK-4403060,57,56,1,0
LK-4403065,108,106,2,0
LK-4403070,191,191,0,0
LK-4403075,121,121,0,0
LK-4403080,146,146,0,0
LK-4403085,61,60,1,0
LK-4403090,147,145,2,0
LK-4403095,106,106,0,0
LK-4403100,108,107,1,0
LK-4406,1965,1954,10,1
LK-4406005,165,165,0,0
LK-4406010,136,135,1,0
LK-4406015,108,108,0,0
LK-4406020,158,158,0,0
LK-4406025,113,113,0,0
LK-4406030,131,127,3,1
LK-4406035,311,309,2,0
LK-4406040,224,222,2,0
LK-4406045,39,39,0,0
LK-4406050,104,103,1,0
LK-4406055,177,177,0,0
LK-4406060,41,41,0,0
LK-4406065,69,68,1,0
LK-4406070,103,103,0,0
LK-4406075,86,86,0,0
LK-4409,7600,7588,10,2
LK-4409005,1,0,1,0
LK-4409010,335,333,2,0
LK-4409015,1196,1195,0,1
LK-4409025,354,354,0,0
LK-4409030,227,226,1,0
LK-4409045,191,190,1,0
LK-4409055,764,763,1,0
LK-4409060,289,288,1,0
LK-4409065,854,853,1,0
LK-4409070,636,636,0,0
LK-4409075,955,954,1,0
LK-4409080,465,464,1,0
LK-4409085,298,297,0,1
LK-4409090,398,398,0,0
LK-4409095,637,637,0,0
LK-4412,4780,4725,53,2
LK-4412005,113,112,1,0
LK-4412010,75,75,0,0
LK-4412015,292,290,2,0
LK-4412020,95,95,0,0
LK-4412025,95,93,2,0
LK-4412030,241,239,2,0
LK-4412035,208,205,2,1
LK-4412040,160,160,0,0
LK-4412045,129,129,0,0
LK-4412050,473,461,11,1
LK-4412055,330,328,2,0
LK-4412060,259,257,2,0
LK-4412065,301,292,9,0
LK-4412070,156,146,10,0
LK-4412075,33,33,0,0
LK-4412080,321,321,0,0
LK-4412085,126,125,1,0
LK-4412090,115,111,4,0
LK-4412095,100,99,1,0
LK-4412100,71,70,1,0
LK-4412105,14,14,0,0
LK-4412110,104,104,0,0
LK-4412115,244,244,0,0
LK-4412120,110,110,0,0
LK-4412125,227,225,2,0
LK-4412130,202,201,1,0
LK-4412135,186,186,0,0
LK-4415,8979,8904,67,8
LK-4415005,162,156,5,1
LK-4415010,255,251,4,0
LK-4415020,318,318,0,0
LK-4415025,79,75,4,0
LK-4415030,415,414,1,0
LK-4415035,135,134,1,0
LK-4415040,259,259,0,0
LK-4415045,137,136,1,0
LK-4415050,384,384,0,0
LK-4415055,166,164,2,0
LK-4415060,187,186,1,0
LK-4415065,155,155,0,0
LK-4415070,95,95,0,0
LK-4415075,181,180,1,0
LK-4415080,240,238,2,0
LK-4415085,31,29,2,0
LK-4415090,34,33,1,0
LK-4415095,25,25,0,0
LK-4415100,68,66,2,0
LK-4415105,267,264,2,1
LK-4415110,218,218,0,0
LK-4415115,202,202,0,0
LK-4415120,161,160,1,0
LK-4415125,332,332,0,0
LK-4415130,85,82,3,0
LK-4415135,196,196,0,0
LK-4415140,194,187,7,0
LK-4415145,62,49,8,5
LK-4415150,203,200,3,0
LK-4415160,128,127,1,0
LK-4415165,396,394,1,1
LK-4415170,292,291,1,0
LK-4415175,119,119,0,0
LK-4415180,552,548,4,0
LK-4415185,205,205,0,0
LK-4415190,121,121,0,0
LK-4415195,202,202,0,0
LK-4415200,410,410,0,0
LK-4415205,74,73,1,0
LK-4415210,48,48,0,0
LK-4415215,231,229,2,0
LK-4415220,360,357,3,0
LK-4415225,121,120,1,0
LK-4415230,474,472,2,0
LK-4418,2774,2754,20,0
LK-4418005,167,162,5,0
LK-4418010,225,224,1,0
LK-4418015,525,524,1,0
LK-4418020,343,340,3,0
LK-4418025,307,303,4,0
LK-4418030,109,109,0,0
LK-4418035,420,418,2,0
LK-4418040,366,364,2,0
LK-4418045,312,310,2,0
LK-45,31778,31595,172,11
LK-4503,2485,2474,11,0
LK-4503005,56,56,0,0
LK-4503010,101,100,1,0
LK-4503020,158,158,0,0
LK-4503025,92,91,1,0
LK-4503030,137,137,0,0
LK-4503035,175,175,0,0
LK-4503040,129,129,0,0
LK-4503050,162,162,0,0
LK-4503055,170,165,5,0
LK-4503060,203,199,4,0
LK-4503065,225,225,0,0
LK-4503070,134,134,0,0
LK-4503075,224,224,0,0
LK-4503080,313,313,0,0
LK-4503085,206,206,0,0
LK-4506,6874,6846,27,1
LK-4506010,669,667,2,0
LK-4506015,350,349,1,0
LK-4506020,357,356,1,0
LK-4506025,299,295,4,0
LK-4506030,214,214,0,0
LK-4506035,624,619,5,0
LK-4506040,316,316,0,0
LK-4506045,603,601,1,1
LK-4506050,342,341,1,0
LK-4506055,1772,1766,6,0
LK-4506060,118,117,1,0
LK-4506065,482,478,4,0
LK-4506070,300,299,1,0
LK-4506075,214,214,0,0
LK-4506080,214,214,0,0
LK-4509,17152,17038,105,9
LK-4509005,544,543,1,0
LK-4509010,631,631,0,0
LK-4509015,734,733,1,0
LK-4509020,300,297,3,0
LK-4509025,548,536,8,4
LK-4509030,233,230,3,0
LK-4509035,492,485,7,0
LK-4509040,342,341,1,0
LK-4509045,251,249,2,0
LK-4509050,203,200,3,0
LK-4509055,257,255,2,0
LK-4509060,333,318,12,3
LK-4509065,873,873,0,0
LK-4509070,553,549,4,0
LK-4509075,434,401,33,0
LK-4509080,317,315,2,0
LK-4509085,396,395,1,0
LK-4509090,726,724,2,0
LK-4509095,221,221,0,0
LK-4509100,595,592,3,0
LK-4509105,284,279,5,0
LK-4509110,379,379,0,0
LK-4509115,359,357,0,2
LK-4509120,565,563,2,0
LK-4509125,300,299,1,0
LK-4509130,571,570,1,0
LK-4509135,268,268,0,0
LK-4509140,707,706,1,0
LK-4509145,350,350,0,0
LK-4509150,223,223,0,0
LK-4509155,254,254,0,0
LK-4509160,203,203,0,0
LK-4509165,203,203,0,0
LK-4509170,334,332,2,0
LK-4509175,359,359,0,0
LK-4509180,300,300,0,0
LK-4509185,451,450,1,0
LK-4509190,535,535,0,0
LK-4509195,344,344,0,0
LK-4509200,445,445,0,0
LK-4509205,307,307,0,0
LK-4509210,428,424,4,0
LK-4512,5267,5237,29,1
LK-4512005,75,74,1,0
LK-4512010,126,126,0,0
LK-4512015,163,163,0,0
LK-4512025,186,181,5,0
LK-4512030,170,167,3,0
LK-4512035,423,420,3,0
LK-4512040,406,404,1,1
LK-4512045,238,238,0,0
LK-4512050,92,92,0,0
LK-4512055,147,147,0,0
LK-4512060,193,192,1,0
LK-4512065,815,808,7,0
LK-4512070,437,437,0,0
LK-4512075,458,454,4,0
LK-4512080,266,266,0,0
LK-4512085,586,586,0,0
LK-4512090,141,141,0,0
LK-4512095,345,341,4,0
LK-5,456060,453711,2175,174
LK-51,154793,154302,473,18
LK-5103,7196,7182,14,0
LK-5103005,726,725,1,0
LK-5103010,566,565,1,0
LK-5103015,508,507,1,0
LK-5103020,563,563,0,0
LK-5103025,682,682,0,0
LK-5103030,635,634,1,0
LK-5103035,209,209,0,0
LK-5103040,109,109,0,0
LK-5103045,651,650,1,0
LK-5103050,187,187,0,0
LK-5103055,829,828,1,0
LK-5103060,424,424,0,0
LK-5103065,116,114,2,0
LK-5103070,258,258,0,0
LK-5103075,331,328,3,0
LK-5103080,402,399,3,0
LK-5104,7816,7803,13,0
LK-5104005,596,595,1,0
LK-5104010,893,892,1,0
LK-5104015,572,570,2,0
LK-5104020,659,658,1,0
LK-5104025,781,780,1,0
LK-5104030,867,867,0,0
LK-5104035,1338,1335,3,0
LK-5104040,846,845,1,0
LK-5104045,1264,1261,3,0
LK-5106,6678,6668,9,1
LK-5106005,1187,1186,1,0
LK-5106010,940,940,0,0
LK-5106015,664,663,1,0
LK-5106020,622,620,2,0
LK-5106025,773,772,1,0
LK-5106030,769,767,2,0
LK-5106035,944,942,1,1
LK-5106040,779,778,1,0
LK-5109,7375,7336,39,0
LK-5109005,339,339,0,0
LK-5109010,380,378,2,0
LK-5109015,588,584,4,0
LK-5109020,911,908,3,0
LK-5109025,815,812,3,0
LK-5109030,1245,1243,2,0
LK-5109035,758,747,11,0
LK-5109040,287,287,0,0
LK-5109045,546,546,0,0
LK-5109050,671,671,0,0
LK-5109055,584,573,11,0
LK-5109060,251,248,3,0
LK-5110,7788,7771,16,1
LK-5110005,102,99,3,0
LK-5110010,498,495,3,0
LK-5110015,239,238,1,0
LK-5110020,138,138,0,0
LK-5110030,130,130,0,0
LK-5110035,343,342,1,0
LK-5110040,291,289,2,0
LK-5110045,344,344,0,0
LK-5110050,1050,1050,0,0
LK-5110055,435,434,1,0
LK-5110060,630,627,3,0
LK-5110065,939,939,0,0
LK-5110070,708,707,1,0
LK-5110075,605,604,1,0
LK-5110080,552,551,0,1
LK-5110085,406,406,0,0
LK-5110090,378,378,0,0
LK-5112,21910,21841,65,4
LK-5112005,751,749,2,0
LK-5112010,239,238,1,0
LK-5112015,617,617,0,0
LK-5112020,839,839,0,0
LK-5112025,596,596,0,0
LK-5112030,854,851,3,0
LK-5112035,720,718,2,0
LK-5112040,538,537,1,0
LK-5112045,420,418,2,0
LK-5112050,851,851,0,0
LK-5112055,397,397,0,0
LK-5112060,392,392,0,0
LK-5112065,909,892,17,0
LK-5112070,966,965,1,0
LK-5112075,375,374,1,0
LK-5112080,122,122,0,0
LK-5112085,354,354,0,0
LK-5112090,262,262,0,0
LK-5112095,429,426,2,1
LK-5112100,438,434,4,0
LK-5112105,706,705,1,0
LK-5112110,664,663,1,0
LK-5112115,1083,1078,4,1
LK-5112120,1507,1507,0,0
LK-5112125,384,382,2,0
LK-5112130,474,467,7,0
LK-5112135,918,915,3,0
LK-5112140,590,590,0,0
LK-5112145,491,491,0,0
LK-5112150,570,570,0,0
LK-5112155,510,508,0,2
LK-5112160,777,777,0,0
LK-5112165,429,428,1,0
LK-5112170,386,385,1,0
LK-5112175,392,391,1,0
LK-5112180,201,200,1,0
LK-5112185,236,236,0,0
LK-5112190,112,111,1,0
LK-5112195,411,405,6,0
LK-5115,6589,6564,25,0
LK-5115005,300,300,0,0
LK-5115010,214,212,2,0
LK-5115015,771,765,6,0
LK-5115020,818,814,4,0
LK-5115025,431,429,2,0
LK-5115030,258,257,1,0
LK-5115035,625,625,0,0
LK-5115040,463,462,1,0
LK-5115045,437,436,1,0
LK-5115050,352,352,0,0
LK-5115055,439,437,2,0
LK-5115060,411,411,0,0
LK-5115065,330,329,1,0
LK-5115070,336,333,3,0
LK-5115075,404,402,2,0
LK-5118,23968,23807,153,8
LK-5118005,306,304,2,0
LK-5118010,156,156,0,0
LK-5118015,665,664,1,0
LK-5118020,556,556,0,0
LK-5118025,906,905,1,0
LK-5118030,550,547,3,0
LK-5118035,417,415,2,0
LK-5118040,712,709,3,0
LK-5118045,1227,1224,3,0
LK-5118050,303,303,0,0
LK-5118055,781,778,3,0
LK-5118060,501,499,2,0
LK-5118065,239,238,1,0
LK-5118070,304,303,1,0
LK-5118075,487,479,8,0
LK-5118080,1055,1044,11,0
LK-5118085,111,110,1,0
LK-5118090,340,340,0,0
LK-5118095,355,355,0,0
LK-5118100,264,264,0,0
LK-5118105,654,654,0,0
LK-5118110,319,315,2,2
LK-5118115,417,412,5,0
LK-5118120,159,159,0,0
LK-5118125,417,416,0,1
LK-5118130,828,808,20,0
LK-5118135,360,359,0,1
LK-5118140,401,391,10,0
LK-5118145,340,338,2,0
LK-5118150,698,694,3,1
LK-5118155,640,630,10,0
LK-5118160,887,885,2,0
LK-5118165,497,492,5,0
LK-5118170,394,393,1,0
LK-5118175,274,265,9,0
LK-5118180,365,359,6,0
LK-5118185,689,681,6,2
LK-5118190,373,370,3,0
LK-5118195,487,485,2,0
LK-5118200,276,275,1,0
LK-5118205,229,227,2,0
LK-5118210,291,289,1,1
LK-5118215,1204,1196,8,0
LK-5118220,377,373,4,0
LK-5118225,846,845,1,0
LK-5118230,246,245,1,0
LK-5118235,185,183,2,0
LK-5118240,880,875,5,0
LK-5121,8498,8482,15,1
LK-5121005,286,285,1,0
LK-5121010,491,491,0,0
LK-5121015,563,561,1,1
LK-5121020,456,456,0,0
LK-5121025,462,461,1,0
LK-5121030,310,309,1,0
LK-5121035,158,158,0,0
LK-5121040,268,264,4,0
LK-5121045,271,270,1,0
LK-5121050,587,586,1,0
LK-5121055,223,223,0,0
LK-5121060,463,460,3,0
LK-5121065,341,341,0,0
LK-5121070,311,310,1,0
LK-5121075,303,303,0,0
LK-5121080,218,218,0,0
LK-5121085,272,272,0,0
LK-5121090,522,521,1,0
LK-5121095,138,138,0,0
LK-5121100,265,265,0,0
LK-5121105,219,219,0,0
LK-5121110,353,353,0,0
LK-5121115,302,302,0,0
LK-5121120,716,716,0,0
LK-5124,12577,12548,27,2
LK-5124005,338,337,1,0
LK-5124010,569,568,1,0
LK-5124015,628,626,2,0
LK-5124020,766,760,4,2
LK-5124025,1570,1564,6,0
LK-5124030,1445,1444,1,0
LK-5124035,411,409,2,0
LK-5124040,425,425,0,0
LK-5124045,286,286,0,0
LK-5124050,386,383,3,0
LK-5124055,323,323,0,0
LK-5124060,805,802,3,0
LK-5124065,616,616,0,0
LK-5124070,1754,1754,0,0
LK-5124075,820,819,1,0
LK-5124080,569,568,1,0
LK-5124085,600,599,1,0
LK-5124090,266,265,1,0
LK-5127,9919,9894,25,0
LK-5127005,418,416,2,0
LK-5127010,371,371,0,0
LK-5127015,367,367,0,0
LK-5127020,244,244,0,0
LK-5127025,385,385,0,0
LK-5127030,331,327,4,0
LK-5127035,554,554,0,0
LK-5127040,941,936,5,0
LK-5127045,381,381,0,0
LK-5127050,360,359,1,0
LK-5127055,358,356,2,0
LK-5127060,310,309,1,0
LK-5127065,300,300,0,0
LK-5127070,225,223,2,0
LK-5127075,452,452,0,0
LK-5127080,182,181,1,0
LK-5127085,280,280,0,0
LK-5127090,239,239,0,0
LK-5127095,314,313,1,0
LK-5127100,160,159,1,0
LK-5127105,133,133,0,0
LK-5127110,427,425,2,0
LK-5127115,802,801,1,0
LK-5127120,818,818,0,0
LK-5127125,169,169,0,0
LK-5127130,210,210,0,0
LK-5127135,188,186,2,0
LK-5130,7128,7110,18,0
LK-5130005,283,283,0,0
LK-5130010,372,372,0,0
LK-5130015,236,236,0,0
LK-5130020,308,307,1,0
LK-5130025,213,212,1,0
LK-5130030,261,261,0,0
LK-5130035,490,489,1,0
LK-5130040,551,548,3,0
LK-5130045,318,318,0,0
LK-5130050,410,410,0,0
LK-5130055,340,340,0,0
LK-5130060,270,268,2,0
LK-5130065,226,225,1,0
LK-5130070,229,228,1,0
LK-5130075,341,340,1,0
LK-5130080,428,428,0,0
LK-5130085,178,178,0,0
LK-5130090,325,324,1,0
LK-5130095,222,222,0,0
LK-5130100,199,198,1,0
LK-5130105,197,195,2,0
LK-5130110,287,285,2,0
LK-5130115,345,344,1,0
LK-5130120,99,99,0,0
LK-5133,11071,11048,22,1
LK-5133005,328,328,0,0
LK-5133010,405,405,0,0
LK-5133015,228,228,0,0
LK-5133020,183,183,0,0
LK-5133025,214,213,1,0
LK-5133030,336,336,0,0
LK-5133035,234,233,1,0
LK-5133040,133,133,0,0
LK-5133045,211,211,0,0
LK-5133050,323,323,0,0
LK-5133055,194,194,0,0
LK-5133060,148,147,1,0
LK-5133065,167,167,0,0
LK-5133070,459,458,1,0
LK-5133075,130,130,0,0
LK-5133080,119,119,0,0
LK-5133085,197,197,0,0
LK-5133090,205,205,0,0
LK-5133095,182,182,0,0
LK-5133100,325,323,2,0
LK-5133105,184,184,0,0
LK-5133110,333,333,0,0
LK-5133115,287,286,1,0
LK-5133120,458,457,1,0
LK-5133125,224,221,3,0
LK-5133130,249,249,0,0
LK-5133135,238,238,0,0
LK-5133140,270,268,2,0
LK-5133145,271,271,0,0
LK-5133150,274,273,1,0
LK-5133155,208,206,2,0
LK-5133160,525,522,3,0
LK-5133165,374,374,0,0
LK-5133170,339,339,0,0
LK-5133175,427,427,0,0
LK-5133180,243,243,0,0
LK-5133185,288,287,1,0
LK-5133190,184,184,0,0
LK-5133195,158,157,0,1
LK-5133200,335,333,2,0
LK-5133205,119,119,0,0
LK-5133210,213,213,0,0
LK-5133215,149,149,0,0
LK-5136,16280,16248,32,0
LK-5136005,350,348,2,0
LK-5136010,178,177,1,0
LK-5136015,513,511,2,0
LK-5136020,471,470,1,0
LK-5136025,471,470,1,0
LK-5136030,289,287,2,0
LK-5136035,172,171,1,0
LK-5136040,285,285,0,0
LK-5136045,253,253,0,0
LK-5136050,457,455,2,0
LK-5136055,299,299,0,0
LK-5136060,305,304,1,0
LK-5136065,298,297,1,0
LK-5136070,464,464,0,0
LK-5136075,405,405,0,0
LK-5136080,487,484,3,0
LK-5136085,301,301,0,0
LK-5136090,288,286,2,0
LK-5136095,387,386,1,0
LK-5136100,929,925,4,0
LK-5136105,570,570,0,0
LK-5136110,619,618,1,0
LK-5136115,458,458,0,0
LK-5136120,297,297,0,0
LK-5136125,223,223,0,0
LK-5136130,314,314,0,0
LK-5136135,385,385,0,0
LK-5136140,372,372,0,0
LK-5136145,520,520,0,0
LK-5136150,308,307,1,0
LK-5136155,455,455,0,0
LK-5136160,314,314,0,0
LK-5136165,242,241,1,0
LK-5136170,291,291,0,0
LK-5136175,262,262,0,0
LK-5136180,306,302,4,0
LK-5136185,327,327,0,0
LK-5136190,377,377,0,0
LK-5136195,298,298,0,0
LK-5136200,348,348,0,0
LK-5136205,221,221,0,0
LK-5136210,346,346,0,0
LK-5136215,220,220,0,0
LK-5136220,234,234,0,0
LK-5136225,371,370,1,0
LK-52,187792,186773,905,114
LK-5203,18086,17959,119,8
LK-5203005,1246,1238,6,2
LK-5203010,1220,1216,3,1
LK-5203015,2350,2320,25,5
LK-5203020,3248,3235,13,0
LK-5203025,1219,1212,7,0
LK-5203030,1141,1137,4,0
LK-5203035,1233,1225,8,0
