ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006
LK-1131020,1330,33,41,1238,4,0,14
LK-1131025,3034,401,553,2030,5,0,45
LK-1131030,2314,279,232,1743,6,1,53
LK-1131035,2052,262,203,1498,77,2,10
LK-1131040,1354,57,95,1184,6,0,12
LK-1131045,2021,257,211,1539,1,5,8
LK-1131050,1598,241,149,1176,8,8,16
LK-1131055,1412,396,232,735,2,37,10
LK-1131060,1695,334,418,841,24,19,59
LK-1131065,2310,401,268,1585,18,11,27
LK-1133,42466,18581,2543,20759,139,103,341
LK-1133005,1048,543,178,302,1,15,9
LK-1133010,1247,184,68,974,7,1,13
LK-1133015,933,5,33,890,1,1,3
LK-1133020,847,1,72,726,28,0,20
LK-1133025,755,135,86,520,0,1,13
LK-1133030,1532,476,276,745,21,3,11
LK-1133035,1491,424,186,859,2,6,14
LK-1133040,977,176,145,611,4,2,39
LK-1133045,1116,147,78,868,3,5,15
LK-1133050,805,251,98,434,0,8,14
LK-1133055,844,443,144,243,1,8,5
LK-1133060,1151,198,109,829,6,1,8
LK-1133065,965,512,52,391,0,6,4
LK-1133070,515,172,9,331,0,1,2
LK-1133075,1043,240,72,718,4,3,6
LK-1133080,1423,320,113,977,3,2,8
LK-1133085,811,254,52,495,4,2,4
LK-1133090,2450,715,149,1534,18,7,27
LK-1133095,1628,865,63,663,2,2,33
LK-1133100,818,447,42,319,2,2,6
LK-1133105,935,495,19,420,1,0,0
LK-1133110,900,130,26,738,2,1,3
LK-1133115,698,88,8,599,3,0,0
LK-1133120,518,239,26,248,2,2,1
LK-1133125,1142,413,26,691,4,2,6
LK-1133130,1111,915,12,174,0,2,8
LK-1133135,965,589,13,357,0,2,4
LK-1133140,916,613,21,271,0,1,10
LK-1133145,927,660,12,247,0,1,7
LK-1133150,1163,913,26,219,1,0,4
LK-1133155,887,779,10,92,2,3,1
LK-1133160,577,83,28,462,4,0,0
LK-1133165,594,473,30,85,0,0,6
LK-1133170,1402,917,16,460,2,0,7
LK-1133175,557,234,21,299,0,1,2
LK-1133180,871,636,11,212,0,4,8
LK-1133185,861,573,17,263,5,3,0
LK-1133190,906,613,9,275,0,0,9
LK-1133195,1114,675,36,395,2,2,4
LK-1133200,1145,699,82,360,2,1,1
LK-1133205,705,422,19,258,2,1,3
LK-1133210,1173,914,50,205,0,1,3
LK-1136,63497,20745,2083,39859,149,48,613
LK-1136005,1355,91,61,1167,17,0,19
LK-1136010,433,41,22,367,3,0,0
LK-1136015,579,106,37,428,1,1,6
LK-1136020,718,125,30,549,5,0,9
LK-1136025,863,108,36,715,0,0,4
LK-1136030,1183,105,70,979,3,2,24
LK-1136035,384,51,17,309,1,1,5
LK-1136040,1029,170,45,790,8,0,16
LK-1136045,554,73,22,454,1,1,3
LK-1136050,1266,163,35,1056,5,1,6
LK-1136055,761,81,34,633,7,0,6
LK-1136060,523,88,21,401,0,0,13
LK-1136065,1373,183,32,1125,8,1,24
LK-1136070,882,284,35,556,0,2,5
LK-1136075,939,153,41,731,4,0,10
LK-1136080,532,201,21,310,0,0,0
LK-1136085,1372,454,63,844,3,2,6
LK-1136090,365,90,12,263,0,0,0
LK-1136095,901,254,55,574,0,0,18
LK-1136100,1699,449,44,1197,2,0,7
LK-1136105,1124,369,27,722,1,0,5
LK-1136110,699,167,22,497,1,0,12
LK-1136115,1478,320,34,1114,3,1,6
LK-1136120,752,132,20,592,2,0,6
LK-1136125,602,112,11,473,0,0,6
LK-1136130,1060,313,14,722,3,0,8
LK-1136135,1234,413,24,786,3,0,8
LK-1136140,1445,476,36,907,3,2,21
LK-1136145,798,320,13,464,0,0,1
LK-1136150,778,211,37,519,0,0,11
LK-1136155,992,264,50,659,2,1,16
LK-1136160,804,286,28,485,0,1,4
LK-1136165,1065,380,56,619,1,1,8
LK-1136170,1254,459,43,729,4,2,17
LK-1136175,707,209,32,465,1,0,0
LK-1136180,740,155,39,540,1,0,5
LK-1136185,1236,399,28,798,0,3,8
LK-1136190,838,273,22,537,0,2,4
LK-1136195,463,135,17,306,1,0,4
LK-1136200,885,377,25,463,2,3,15
LK-1136205,755,190,19,538,0,0,8
LK-1136210,530,196,18,308,2,1,5
LK-1136215,598,231,76,270,0,0,21
LK-1136220,778,193,12,567,1,0,5
LK-1136225,528,137,19,364,3,1,4
LK-1136230,943,368,29,532,1,1,12
LK-1136235,697,188,16,489,1,2,1
LK-1136240,369,105,11,238,2,0,13
LK-1136245,1115,468,34,599,4,3,7
LK-1136250,1519,683,48,757,4,2,25
LK-1136255,1147,348,24,761,2,1,11
LK-1136260,527,146,7,364,5,0,5
LK-1136265,499,151,6,334,1,0,7
LK-1136270,955,308,28,609,1,1,8
LK-1136275,1055,324,30,699,1,1,0
LK-1136280,1288,518,21,736,7,1,5
LK-1136285,1631,668,54,900,1,0,8
LK-1136290,1681,729,71,866,2,1,12
LK-1136295,967,476,29,451,3,0,8
LK-1136300,527,380,11,129,4,1,2
LK-1136305,397,293,6,93,1,1,3
LK-1136310,1067,681,30,350,0,1,5
LK-1136315,1161,594,29,523,0,1,14
LK-1136320,564,325,10,225,2,0,2
LK-1136325,1346,540,32,766,1,0,7
LK-1136330,428,109,7,311,0,0,1
LK-1136335,329,167,5,157,0,0,0
LK-1136340,400,210,9,179,0,2,0
LK-1136345,400,224,9,157,0,0,10
LK-1136350,833,468,23,316,2,0,24
LK-1136355,638,316,31,264,2,0,25
LK-1136360,331,304,1,25,0,0,1
LK-1136365,829,667,17,137,0,0,8
LK-12,604009,377713,31866,186989,1092,422,5927
LK-1203,35190,14185,3893,16782,54,60,216
LK-1203005,939,482,245,205,0,6,1
LK-1203010,953,583,27,342,0,1,0
LK-1203015,728,450,17,256,0,0,5
LK-1203020,900,403,143,350,0,0,4
LK-1203025,1172,542,91,535,0,0,4
LK-1203030,1298,641,90,559,3,2,3
LK-1203035,912,299,91,511,6,3,2
LK-1203040,1416,901,38,464,1,2,10
LK-1203045,1286,619,78,583,0,2,4
LK-1203050,1593,878,49,657,1,4,4
LK-1203055,893,399,73,417,0,2,2
LK-1203060,706,186,70,448,1,0,1
LK-1203065,945,191,236,517,0,1,0
LK-1203070,801,128,125,542,3,0,3
LK-1203075,921,149,361,396,5,2,8
LK-1203080,695,98,184,410,2,0,1
LK-1203085,729,99,49,577,1,0,3
LK-1203090,1268,131,189,932,7,2,7
LK-1203095,917,250,15,648,0,1,3
LK-1203100,990,252,57,672,0,2,7
LK-1203105,675,81,107,472,1,1,13
LK-1203110,556,116,88,336,1,2,13
LK-1203115,743,154,106,482,0,0,1
LK-1203120,785,419,82,275,3,2,4
LK-1203125,661,307,121,224,1,1,7
LK-1203130,727,170,134,413,2,1,7
LK-1203135,465,130,87,247,0,0,1
LK-1203140,1631,564,286,758,2,16,5
LK-1203145,606,146,76,379,1,1,3
LK-1203150,1408,539,78,780,6,4,1
LK-1203155,1142,448,70,571,3,2,48
LK-1203160,735,310,29,380,0,0,16
LK-1203165,808,317,148,339,0,0,4
LK-1203170,752,454,68,228,2,0,0
LK-1203175,877,469,144,258,0,0,6
LK-1203180,999,704,15,275,0,0,5
LK-1203185,582,429,18,131,0,0,4
LK-1203190,497,400,3,92,2,0,0
LK-1203195,479,347,5,121,0,0,6
LK-1206,71059,37844,10044,21106,194,56,1815
LK-1206005,374,330,0,39,0,0,5
LK-1206010,453,356,3,92,1,0,1
LK-1206015,444,425,2,16,0,1,0
LK-1206020,770,650,7,104,1,0,8
LK-1206025,695,662,0,24,0,0,9
LK-1206030,696,653,0,42,0,0,1
LK-1206035,532,457,5,67,0,0,3
LK-1206040,826,725,4,91,0,1,5
LK-1206045,479,446,1,27,1,0,4
LK-1206050,828,786,3,33,2,1,3
LK-1206055,284,250,3,28,0,0,3
LK-1206060,474,378,6,89,0,1,0
LK-1206065,1175,866,10,290,1,0,8
LK-1206070,481,386,3,91,0,0,1
LK-1206075,271,249,3,19,0,0,0
LK-1206080,1149,972,6,166,1,2,2
LK-1206085,966,788,6,167,0,1,4
LK-1206090,729,618,3,106,0,1,1
LK-1206095,812,601,12,197,1,0,1
LK-1206100,1451,995,39,408,3,1,5
LK-1206105,888,810,4,72,0,0,2
LK-1206110,692,410,10,268,1,0,3
LK-1206115,1044,428,100,509,0,1,6
LK-1206120,612,330,14,263,0,0,5
LK-1206125,549,366,10,151,1,1,20
LK-1206130,673,466,18,187,2,0,0
LK-1206135,559,383,4,167,3,0,2
LK-1206140,1503,786,34,665,2,4,12
LK-1206145,1770,1079,61,623,3,2,2
LK-1206150,846,642,36,154,2,3,9
LK-1206155,667,502,8,153,1,3,0
LK-1206160,443,380,3,58,1,0,1
LK-1206165,905,773,9,116,1,0,6
LK-1206170,980,690,20,262,0,0,8
LK-1206175,2241,1198,453,504,19,0,67
LK-1206180,525,508,1,16,0,0,0
LK-1206185,1063,473,80,488,2,0,20
LK-1206190,1054,695,107,232,8,0,12
LK-1206195,1974,771,663,426,13,1,100
LK-1206200,3079,375,1658,913,10,5,118
LK-1206205,351,53,3,291,4,0,0
LK-1206210,1079,471,188,348,1,0,71
LK-1206215,770,339,26,373,0,4,28
LK-1206220,567,173,30,327,0,2,35
LK-1206225,663,226,91,303,1,0,42
LK-1206230,2925,347,1192,1153,6,0,227
LK-1206235,1521,287,1020,194,14,1,5
LK-1206240,1041,500,276,192,1,0,72
LK-1206245,746,531,108,86,0,0,21
LK-1206250,681,315,137,140,1,0,88
LK-1206255,2475,467,1045,885,5,0,73
LK-1206260,1621,421,392,694,5,1,108
LK-1206265,3705,872,1084,1470,44,1,234
LK-1206270,402,278,18,104,1,0,1
LK-1206275,588,286,39,261,0,0,2
LK-1206280,523,372,11,140,0,0,0
LK-1206285,606,556,6,37,1,0,6
LK-1206290,604,546,14,44,0,0,0
LK-1206295,505,475,2,25,2,0,1
LK-1206300,505,11,22,470,1,0,1
LK-1206305,365,2,12,347,0,0,4
LK-1206310,526,18,17,491,0,0,0
LK-1206315,526,13,14,494,5,0,0
LK-1206320,697,383,24,286,2,0,2
LK-1206325,870,514,22,328,4,0,2
LK-1206330,1529,866,86,520,3,2,52
LK-1206335,1050,321,270,390,3,3,63
LK-1206340,799,308,154,279,1,1,56
LK-1206345,577,169,57,299,1,0,51
LK-1206350,1179,692,64,373,1,6,43
LK-1206355,440,339,3,98,0,0,0
LK-1206360,843,543,11,286,1,0,2
LK-1206365,657,450,14,188,2,1,2
LK-1206370,760,481,40,214,1,1,23
LK-1206375,539,266,46,205,0,0,22
LK-1206380,448,322,5,117,0,3,1
LK-1206385,338,257,4,76,0,0,1
LK-1206390,393,272,15,101,1,1,3
LK-1206395,689,444,73,154,2,0,16
LK-1209,38841,36341,100,2250,24,5,121
LK-1209005,361,322,1,36,0,0,2
LK-1209010,335,319,1,12,0,0,3
LK-1209015,187,179,1,7,0,0,0
LK-1209020,250,239,0,11,0,0,0
LK-1209025,249,244,0,4,1,0,0
LK-1209030,380,353,1,26,0,0,0
LK-1209035,111,106,0,5,0,0,0
LK-1209040,344,313,0,31,0,0,0
LK-1209045,137,123,0,14,0,0,0
LK-1209050,112,106,0,4,2,0,0
LK-1209055,465,460,0,4,1,0,0
LK-1209060,353,339,0,12,0,0,2
LK-1209065,311,306,1,4,0,0,0
LK-1209070,275,271,0,4,0,0,0
LK-1209075,350,331,0,19,0,0,0
LK-1209080,213,213,0,0,0,0,0
LK-1209085,305,287,1,16,0,0,1
LK-1209090,297,289,0,8,0,0,0
LK-1209095,267,260,0,7,0,0,0
LK-1209100,289,286,0,3,0,0,0
LK-1209105,229,228,0,1,0,0,0
LK-1209110,485,480,0,5,0,0,0
LK-1209115,353,336,0,17,0,0,0
LK-1209120,452,425,2,25,0,0,0
LK-1209125,574,524,8,41,0,0,1
LK-1209130,399,349,0,47,1,0,2
LK-1209135,231,210,0,21,0,0,0
LK-1209140,404,383,3,18,0,0,0
LK-1209145,387,373,1,12,0,0,1
LK-1209150,440,413,2,24,0,0,1
LK-1209155,245,241,0,4,0,0,0
LK-1209160,305,297,0,8,0,0,0
LK-1209165,269,267,0,1,0,0,1
LK-1209170,210,209,0,1,0,0,0
LK-1209175,394,386,0,8,0,0,0
LK-1209180,254,241,0,13,0,0,0
LK-1209185,230,227,0,3,0,0,0
LK-1209190,241,236,0,4,0,0,1
LK-1209195,174,172,0,2,0,0,0
LK-1209200,279,272,0,6,0,0,1
LK-1209205,474,451,1,19,2,1,0
LK-1209210,519,480,1,37,0,0,1
LK-1209215,173,151,0,19,0,0,3
LK-1209220,350,348,0,0,0,0,2
LK-1209225,229,223,0,5,0,0,1
LK-1209230,258,251,0,7,0,0,0
LK-1209235,240,238,0,2,0,0,0
LK-1209240,204,203,0,1,0,0,0
LK-1209245,105,100,0,5,0,0,0
LK-1209250,256,244,1,11,0,0,0
LK-1209255,297,283,1,13,0,0,0
LK-1209260,198,189,0,9,0,0,0
LK-1209265,216,210,0,6,0,0,0
LK-1209270,435,408,0,19,0,0,8
LK-1209275,342,309,6,23,0,0,4
LK-1209280,256,247,0,9,0,0,0
LK-1209285,407,391,2,14,0,0,0
LK-1209290,255,238,0,16,0,0,1
LK-1209295,531,510,2,17,1,0,1
LK-1209300,207,204,0,0,2,0,1
LK-1209305,458,384,3,69,0,0,2
LK-1209310,238,197,3,31,1,0,6
LK-1209315,622,507,6,104,0,1,4
LK-1209320,363,313,0,49,1,0,0
LK-1209325,414,382,1,27,0,0,4
LK-1209330,387,368,0,19,0,0,0
LK-1209335,176,174,0,2,0,0,0
LK-1209340,278,268,1,9,0,0,0
LK-1209345,258,235,1,22,0,0,0
LK-1209350,445,402,0,42,0,0,1
LK-1209355,459,411,1,41,0,0,6
LK-1209360,265,240,2,23,0,0,0
LK-1209365,394,378,0,9,0,0,7
LK-1209370,479,456,3,18,0,0,2
LK-1209375,204,203,0,1,0,0,0
LK-1209380,312,298,1,13,0,0,0
LK-1209385,519,493,0,23,1,0,2
LK-1209390,312,308,0,3,0,0,1
LK-1209395,231,224,0,7,0,0,0
LK-1209400,267,261,1,3,2,0,0
LK-1209405,153,144,1,8,0,0,0
LK-1209410,149,142,1,6,0,0,0
LK-1209415,681,597,6,73,1,0,4
LK-1209420,297,285,1,11,0,0,0
LK-1209425,243,213,0,30,0,0,0
LK-1209430,221,208,1,11,0,0,1
LK-1209435,315,298,0,15,0,0,2
LK-1209440,259,259,0,0,0,0,0
LK-1209445,268,257,0,10,0,0,1
LK-1209450,177,173,0,2,0,0,2
LK-1209455,315,295,0,20,0,0,0
LK-1209460,251,248,0,3,0,0,0
LK-1209465,111,108,0,3,0,0,0
LK-1209470,126,118,1,5,0,0,2
LK-1209475,245,233,0,12,0,0,0
LK-1209480,109,106,1,2,0,0,0
LK-1209485,227,219,0,7,0,0,1
LK-1209490,235,232,0,3,0,0,0
LK-1209495,336,297,2,31,0,1,5
LK-1209500,610,468,0,135,1,0,6
LK-1209505,191,174,0,16,1,0,0
LK-1209510,323,306,0,16,0,1,0
LK-1209515,439,422,1,16,0,0,0
LK-1209520,358,346,0,11,1,0,0
LK-1209525,396,346,2,39,2,0,7
LK-1209530,364,327,4,31,1,0,1
LK-1209535,700,609,3,82,0,0,6
LK-1209540,193,184,0,7,0,0,2
LK-1209545,207,203,0,4,0,0,0
LK-1209550,455,396,3,54,1,0,1
LK-1209555,278,244,3,31,0,0,0
LK-1209560,219,213,1,5,0,0,0
LK-1209565,506,435,1,68,1,0,1
LK-1209570,236,212,1,23,0,0,0
LK-1209575,279,271,0,8,0,0,0
LK-1209580,314,305,0,9,0,0,0
LK-1209585,227,180,2,44,0,0,1
LK-1209590,405,332,3,68,0,0,2
LK-1209595,857,826,2,29,0,0,0
LK-1209600,199,185,0,14,0,0,0
LK-1209605,271,271,0,0,0,0,0
LK-1209610,568,540,1,27,0,0,0
LK-1209615,349,319,0,26,0,1,3
LK-1212,43170,39299,163,3531,52,11,114
LK-1212005,900,815,2,78,0,0,5
LK-1212010,429,391,0,37,0,0,1
LK-1212015,523,472,3,48,0,0,0
LK-1212020,216,208,0,5,1,0,2
LK-1212025,238,227,1,10,0,0,0
LK-1212030,271,254,0,16,1,0,0
LK-1212035,235,230,0,5,0,0,0
LK-1212040,222,214,1,7,0,0,0
LK-1212045,349,290,4,48,1,0,6
LK-1212050,264,258,0,5,1,0,0
LK-1212055,331,315,0,15,1,0,0
LK-1212060,414,391,1,15,6,0,1
LK-1212065,359,303,5,50,0,0,1
LK-1212070,507,473,2,30,1,0,1
LK-1212075,269,246,0,23,0,0,0
LK-1212080,180,176,0,4,0,0,0
LK-1212085,362,316,0,30,14,0,2
LK-1212090,338,320,1,16,0,0,1
LK-1212095,251,249,1,1,0,0,0
LK-1212100,341,329,1,4,0,7,0
LK-1212105,319,278,6,35,0,0,0
LK-1212110,624,551,3,64,2,0,4
LK-1212115,431,419,1,11,0,0,0
LK-1212120,365,291,5,67,0,0,2
LK-1212125,227,217,1,8,0,0,1
LK-1212130,283,276,0,7,0,0,0
LK-1212135,257,251,0,6,0,0,0
LK-1212140,238,228,0,10,0,0,0
LK-1212145,446,385,1,56,1,1,2
LK-1212150,130,122,0,7,1,0,0
LK-1212155,199,192,0,6,0,0,1
LK-1212160,247,247,0,0,0,0,0
LK-1212165,140,134,0,6,0,0,0
LK-1212170,194,179,0,14,0,0,1
LK-1212175,253,250,0,2,0,0,1
LK-1212180,163,161,1,1,0,0,0
LK-1212185,224,215,0,7,0,0,2
LK-1212190,149,140,1,8,0,0,0
LK-1212195,133,128,2,3,0,0,0
LK-1212200,128,62,1,62,1,0,2
LK-1212205,320,169,4,147,0,0,0
LK-1212210,291,269,0,21,0,0,1
LK-1212215,230,105,2,123,0,0,0
LK-1212220,138,117,1,20,0,0,0
LK-1212225,200,161,1,38,0,0,0
LK-1212230,253,220,1,32,0,0,0
LK-1212235,270,260,0,10,0,0,0
LK-1212240,393,383,0,10,0,0,0
LK-1212245,184,184,0,0,0,0,0
LK-1212250,149,144,0,5,0,0,0
LK-1212255,331,308,3,20,0,0,0
LK-1212260,267,234,0,33,0,0,0
LK-1212265,170,166,0,4,0,0,0
LK-1212270,231,228,0,3,0,0,0
LK-1212275,126,124,0,2,0,0,0
LK-1212280,372,355,2,12,0,0,3
LK-1212285,235,207,0,23,2,0,3
LK-1212290,353,329,1,22,0,0,1
LK-1212295,206,193,0,12,0,0,1
LK-1212300,107,98,1,7,1,0,0
LK-1212305,310,302,1,5,0,0,2
LK-1212310,445,434,2,7,0,0,2
LK-1212315,275,253,0,21,0,0,1
LK-1212320,437,343,2,91,0,1,0
LK-1212325,210,201,0,8,0,0,1
LK-1212330,363,355,0,8,0,0,0
LK-1212335,140,139,1,0,0,0,0
LK-1212340,141,130,1,10,0,0,0
LK-1212345,338,320,1,17,0,0,0
LK-1212350,261,243,0,15,2,0,1
LK-1212355,284,256,1,25,0,0,2
LK-1212360,370,321,1,48,0,0,0
LK-1212365,246,220,0,26,0,0,0
LK-1212370,358,325,1,32,0,0,0
LK-1212375,139,139,0,0,0,0,0
LK-1212380,184,182,0,2,0,0,0
LK-1212385,292,283,1,8,0,0,0
LK-1212390,240,217,0,19,2,0,2
LK-1212395,278,267,6,4,0,0,1
LK-1212400,576,558,0,17,0,1,0
LK-1212405,183,176,0,7,0,0,0
LK-1212410,210,197,0,13,0,0,0
LK-1212415,247,232,1,14,0,0,0
LK-1212420,268,259,0,8,0,0,1
LK-1212425,173,166,1,6,0,0,0
LK-1212430,189,175,0,13,0,0,1
LK-1212435,247,234,0,11,0,0,2
LK-1212440,299,278,0,21,0,0,0
LK-1212445,205,168,0,34,0,0,3
LK-1212450,321,262,3,56,0,0,0
LK-1212455,446,344,3,96,3,0,0
LK-1212460,241,210,0,30,1,0,0
LK-1212465,223,144,1,75,0,0,3
LK-1212470,331,298,1,31,1,0,0
LK-1212475,264,259,0,5,0,0,0
LK-1212480,425,388,0,35,0,0,2
LK-1212485,144,142,0,2,0,0,0
LK-1212490,321,305,1,14,0,0,1
LK-1212495,179,137,2,34,0,0,6
LK-1212500,232,199,0,32,0,0,1
LK-1212505,265,261,0,4,0,0,0
LK-1212510,303,295,0,8,0,0,0
LK-1212515,191,177,0,14,0,0,0
LK-1212520,392,363,1,25,1,0,2
LK-1212525,302,273,1,27,0,1,0
LK-1212530,265,256,1,7,1,0,0
LK-1212535,204,201,0,3,0,0,0
LK-1212540,238,221,1,16,0,0,0
LK-1212545,423,382,5,36,0,0,0
LK-1212550,217,206,0,11,0,0,0
LK-1212555,134,116,0,18,0,0,0
LK-1212560,286,263,0,22,1,0,0
LK-1212565,341,310,1,30,0,0,0
LK-1212570,361,337,0,23,0,0,1
LK-1212575,420,404,3,13,0,0,0
LK-1212580,462,437,2,22,0,0,1
LK-1212585,484,416,4,61,1,0,2
LK-1212590,396,315,3,78,0,0,0
LK-1212595,270,230,1,38,0,0,1
LK-1212600,134,119,0,15,0,0,0
LK-1212605,290,246,1,42,0,0,1
LK-1212610,291,268,0,18,1,0,4
LK-1212615,197,195,0,1,1,0,0
LK-1212620,189,177,1,11,0,0,0
LK-1212625,319,278,7,34,0,0,0
LK-1212630,215,192,1,22,0,0,0
LK-1212635,174,146,1,27,0,0,0
LK-1212640,486,429,4,52,0,0,1
LK-1212645,336,324,2,9,0,0,1
LK-1212650,253,245,0,7,1,0,0
LK-1212655,235,233,0,2,0,0,0
LK-1212660,197,192,0,3,0,0,2
LK-1212665,395,382,0,13,0,0,0
LK-1212670,215,162,1,51,1,0,0
LK-1212675,377,339,0,38,0,0,0
LK-1212680,223,202,0,21,0,0,0
LK-1212685,328,302,1,25,0,0,0
LK-1212690,256,211,1,43,0,0,1
LK-1212695,204,182,5,17,0,0,0
LK-1212700,604,562,1,39,0,0,2
LK-1212705,715,526,13,171,1,0,4
LK-1212710,261,234,3,24,0,0,0
LK-1212715,252,220,2,27,0,0,3
LK-1212720,570,512,5,47,0,0,6
LK-1212725,315,305,0,8,0,0,2
LK-1212730,308,303,0,5,0,0,0
LK-1212735,443,412,0,29,0,0,2
LK-1212740,173,173,0,0,0,0,0
LK-1212745,251,247,0,3,0,0,1
LK-1215,46658,38161,410,7872,40,12,163
LK-1215005,382,364,1,17,0,0,0
LK-1215010,436,411,1,23,0,0,1
LK-1215015,341,309,3,29,0,0,0
LK-1215020,720,583,3,128,1,0,5
LK-1215025,471,448,0,20,0,0,3
LK-1215030,476,433,2,39,0,0,2
LK-1215035,250,232,3,13,0,0,2
LK-1215040,502,459,0,43,0,0,0
LK-1215045,312,287,1,24,0,0,0
LK-1215050,446,414,0,32,0,0,0
LK-1215055,335,295,0,38,0,0,2
LK-1215060,281,263,3,15,0,0,0
LK-1215065,213,203,0,8,0,0,2
LK-1215070,188,180,0,8,0,0,0
LK-1215075,284,232,2,50,0,0,0
LK-1215080,204,199,0,5,0,0,0
LK-1215085,303,289,0,13,0,0,1
LK-1215090,123,121,0,2,0,0,0
LK-1215095,325,299,1,24,0,0,1
LK-1215100,287,277,0,10,0,0,0
LK-1215105,295,295,0,0,0,0,0
LK-1215110,497,455,0,41,1,0,0
LK-1215115,423,384,2,37,0,0,0
LK-1215120,525,395,4,124,0,0,2
LK-1215125,281,191,4,85,0,1,0
LK-1215130,782,681,7,94,0,0,0
LK-1215135,490,402,5,78,0,0,5
LK-1215140,587,555,0,31,0,0,1
LK-1215145,464,390,6,67,0,0,1
LK-1215150,388,306,4,75,0,0,3
LK-1215155,417,266,18,128,2,1,2
LK-1215160,520,409,4,106,0,0,1
LK-1215165,366,318,4,44,0,0,0
LK-1215170,517,368,6,142,0,0,1
LK-1215175,316,184,3,128,0,0,1
LK-1215180,242,101,8,130,0,0,3
LK-1215185,287,259,1,27,0,0,0
LK-1215190,236,214,0,22,0,0,0
LK-1215195,467,374,2,90,0,0,1
LK-1215200,261,228,0,30,0,0,3
LK-1215205,449,379,5,65,0,0,0
LK-1215210,368,322,1,44,1,0,0
LK-1215215,326,279,1,46,0,0,0
LK-1215220,192,178,0,12,0,0,2
LK-1215225,217,204,0,13,0,0,0
LK-1215230,414,338,1,73,2,0,0
LK-1215235,330,277,0,53,0,0,0
LK-1215240,385,275,4,103,0,0,3
LK-1215245,671,501,1,164,0,2,3
LK-1215250,458,377,3,77,1,0,0
LK-1215255,519,478,2,39,0,0,0
LK-1215260,257,229,0,28,0,0,0
LK-1215265,269,235,1,32,0,0,1
LK-1215270,347,285,3,59,0,0,0
LK-1215275,338,305,2,31,0,0,0
LK-1215280,368,353,1,14,0,0,0
LK-1215285,261,218,3,40,0,0,0
LK-1215290,277,156,3,115,2,1,0
LK-1215295,594,350,66,178,0,0,0
LK-1215300,737,506,29,202,0,0,0
LK-1215305,377,323,1,53,0,0,0
LK-1215310,290,270,7,13,0,0,0
LK-1215315,322,297,1,24,0,0,0
LK-1215320,286,241,1,44,0,0,0
LK-1215325,198,178,0,20,0,0,0
LK-1215330,246,187,6,53,0,0,0
LK-1215335,468,376,0,91,1,0,0
LK-1215340,376,267,5,103,1,0,0
LK-1215345,266,218,2,41,1,0,4
LK-1215350,414,321,9,84,0,0,0
LK-1215355,305,262,4,39,0,0,0
LK-1215360,305,265,1,38,0,0,1
LK-1215365,443,409,0,31,2,0,1
LK-1215370,667,477,3,183,3,0,1
LK-1215375,497,418,2,76,0,0,1
LK-1215380,329,274,1,50,0,0,4
LK-1215385,249,233,0,13,0,0,3
LK-1215390,248,223,1,23,0,1,0
LK-1215395,297,221,2,72,2,0,0
LK-1215400,479,335,7,136,0,0,1
LK-1215405,444,342,5,90,0,0,7
LK-1215410,397,298,4,95,0,0,0
LK-1215415,595,500,5,88,1,0,1
LK-1215420,391,358,1,31,1,0,0
LK-1215425,346,324,2,20,0,0,0
LK-1215430,323,248,15,56,0,1,3
LK-1215435,409,288,8,106,1,0,6
LK-1215440,532,361,8,162,0,0,1
LK-1215445,301,252,5,41,1,0,2
LK-1215450,401,358,2,37,2,1,1
LK-1215455,401,379,5,13,1,0,3
LK-1215460,413,350,1,58,0,1,3
LK-1215465,373,300,2,71,0,0,0
LK-1215470,350,252,2,93,1,0,2
LK-1215475,385,330,1,52,0,0,2
LK-1215480,428,291,2,134,0,0,1
LK-1215485,354,263,0,91,0,0,0
LK-1215490,501,435,0,63,3,0,0
LK-1215495,595,450,2,142,1,0,0
LK-1215500,539,314,6,218,0,0,1
LK-1215505,499,341,1,157,0,0,0
LK-1215510,359,164,4,191,0,0,0
LK-1215515,342,249,3,86,1,0,3
LK-1215520,546,406,3,128,2,0,7
LK-1215525,478,397,2,77,0,1,1
LK-1215530,298,276,0,20,0,0,2
LK-1215535,519,419,6,92,2,0,0
LK-1215540,487,337,3,143,2,0,2
LK-1215545,269,244,1,22,0,0,2
LK-1215550,466,375,2,88,0,0,1
LK-1215555,224,207,5,11,0,0,1
LK-1215560,271,224,0,42,0,0,5
LK-1215565,336,297,2,34,0,1,2
LK-1215570,530,386,8,119,0,1,16
LK-1215575,319,213,3,92,1,0,10
LK-1215580,266,205,1,59,0,0,1
LK-1215585,444,394,3,45,0,0,2
LK-1215590,453,378,2,73,0,0,0
LK-1215595,339,297,2,40,0,0,0
LK-1215600,254,224,2,26,0,0,2
LK-1215605,402,322,4,71,0,0,5
LK-1218,43648,16061,4372,22665,174,31,345
LK-1218005,661,522,1,129,0,0,9
LK-1218010,466,299,9,156,0,1,1
LK-1218015,614,477,7,129,0,0,1
LK-1218020,349,248,6,88,1,0,6
LK-1218025,615,399,5,204,2,0,5
LK-1218030,561,418,14,124,0,1,4
LK-1218035,547,317,4,223,3,0,0
LK-1218040,780,575,12,187,2,0,4
LK-1218045,352,262,1,88,1,0,0
LK-1218050,814,476,69,260,6,0,3
LK-1218055,1090,417,47,607,4,2,13
LK-1218060,1080,344,68,661,1,1,5
