ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006
LK-4115080,385,372,3,10,0,0,0
LK-4115085,424,384,20,16,2,1,1
LK-4115090,398,372,12,14,0,0,0
LK-4115095,412,398,3,10,1,0,0
LK-4115100,353,342,3,7,0,1,0
LK-4115105,381,365,5,11,0,0,0
LK-4115110,725,691,18,15,0,0,1
LK-4115115,338,333,3,2,0,0,0
LK-4115120,400,390,5,4,0,0,1
LK-4115125,285,268,4,9,3,0,1
LK-4115130,268,255,6,7,0,0,0
LK-4115135,237,228,8,1,0,0,0
LK-4115140,418,414,1,2,1,0,0
LK-4115145,445,443,2,0,0,0,0
LK-4115150,168,162,4,2,0,0,0
LK-4118,17166,16322,293,464,31,45,11
LK-4118005,604,549,17,37,0,1,0
LK-4118010,522,501,9,8,1,0,3
LK-4118015,542,445,22,72,0,3,0
LK-4118020,877,826,12,28,6,1,4
LK-4118025,810,779,7,23,0,0,1
LK-4118030,588,572,5,10,0,1,0
LK-4118035,678,629,8,40,0,1,0
LK-4118040,572,533,11,27,0,0,1
LK-4118045,1062,966,28,54,7,7,0
LK-4118050,596,576,13,7,0,0,0
LK-4118055,700,687,4,5,4,0,0
LK-4118060,575,552,6,15,1,1,0
LK-4118065,613,589,9,12,1,2,0
LK-4118070,272,269,2,1,0,0,0
LK-4118075,448,437,1,6,2,1,1
LK-4118080,459,453,6,0,0,0,0
LK-4118085,670,649,19,2,0,0,0
LK-4118090,359,349,1,5,4,0,0
LK-4118095,337,333,4,0,0,0,0
LK-4118100,296,291,3,2,0,0,0
LK-4118105,598,568,20,9,1,0,0
LK-4118110,826,814,5,5,1,1,0
LK-4118115,734,699,7,2,1,25,0
LK-4118120,235,233,1,0,0,1,0
LK-4118125,566,558,5,3,0,0,0
LK-4118130,471,449,10,12,0,0,0
LK-4118135,244,238,1,5,0,0,0
LK-4118140,210,196,14,0,0,0,0
LK-4118145,476,403,30,41,1,0,1
LK-4118150,699,670,7,22,0,0,0
LK-4118155,527,509,6,11,1,0,0
LK-4121,11239,10545,217,461,11,2,3
LK-4121005,423,414,2,7,0,0,0
LK-4121010,463,451,5,7,0,0,0
LK-4121015,379,366,4,9,0,0,0
LK-4121020,363,341,7,15,0,0,0
LK-4121025,373,357,2,14,0,0,0
LK-4121030,474,444,22,6,2,0,0
LK-4121035,279,264,6,9,0,0,0
LK-4121040,265,238,5,21,0,0,1
LK-4121045,327,317,4,4,2,0,0
LK-4121050,336,332,4,0,0,0,0
LK-4121055,475,455,11,9,0,0,0
LK-4121060,522,495,7,18,2,0,0
LK-4121065,393,380,3,10,0,0,0
LK-4121070,340,336,2,1,1,0,0
LK-4121075,330,323,0,7,0,0,0
LK-4121080,360,333,19,6,2,0,0
LK-4121085,261,217,12,30,0,0,2
LK-4121090,190,189,0,1,0,0,0
LK-4121095,217,204,5,8,0,0,0
LK-4121100,348,321,6,21,0,0,0
LK-4121105,315,305,6,4,0,0,0
LK-4121110,321,305,1,15,0,0,0
LK-4121115,344,323,11,8,2,0,0
LK-4121120,311,304,0,5,0,2,0
LK-4121125,183,161,4,18,0,0,0
LK-4121130,178,160,8,10,0,0,0
LK-4121135,315,301,5,9,0,0,0
LK-4121140,285,270,3,12,0,0,0
LK-4121145,283,187,27,69,0,0,0
LK-4121150,338,297,6,35,0,0,0
LK-4121155,324,310,3,11,0,0,0
LK-4121160,331,277,7,47,0,0,0
LK-4121165,364,348,6,10,0,0,0
LK-4121170,173,166,2,5,0,0,0
LK-4121175,56,54,2,0,0,0,0
LK-4124,3432,3328,102,2,0,0,0
LK-4124005,240,231,9,0,0,0,0
LK-4124010,336,333,3,0,0,0,0
LK-4124015,158,156,1,1,0,0,0
LK-4124020,123,123,0,0,0,0,0
LK-4124025,163,163,0,0,0,0,0
LK-4124035,92,91,1,0,0,0,0
LK-4124040,27,27,0,0,0,0,0
LK-4124045,266,265,1,0,0,0,0
LK-4124050,119,119,0,0,0,0,0
LK-4124055,265,259,5,1,0,0,0
LK-4124060,273,267,6,0,0,0,0
LK-4124065,445,418,27,0,0,0,0
LK-4124070,318,270,48,0,0,0,0
LK-4124075,212,212,0,0,0,0,0
LK-4124080,286,285,1,0,0,0,0
LK-4124085,109,109,0,0,0,0,0
LK-4127,11981,10620,558,755,32,9,7
LK-4127005,174,151,6,16,1,0,0
LK-4127010,196,171,5,20,0,0,0
LK-4127015,503,460,19,20,3,1,0
LK-4127020,182,158,3,21,0,0,0
LK-4127025,121,113,1,7,0,0,0
LK-4127030,243,129,101,13,0,0,0
LK-4127035,117,90,7,20,0,0,0
LK-4127040,152,137,3,12,0,0,0
LK-4127045,210,132,33,43,1,1,0
LK-4127050,184,132,7,44,0,1,0
LK-4127055,482,442,11,29,0,0,0
LK-4127060,554,500,28,23,2,1,0
LK-4127065,173,171,2,0,0,0,0
LK-4127070,305,300,2,3,0,0,0
LK-4127075,509,471,15,21,2,0,0
LK-4127080,472,431,16,24,1,0,0
LK-4127085,381,346,8,24,3,0,0
LK-4127090,475,435,35,4,1,0,0
LK-4127095,471,381,42,47,1,0,0
LK-4127100,362,270,27,60,3,1,1
LK-4127105,714,623,39,44,2,3,3
LK-4127110,492,449,14,28,0,1,0
LK-4127115,324,301,16,7,0,0,0
LK-4127120,613,592,14,7,0,0,0
LK-4127125,484,390,25,67,2,0,0
LK-4127130,280,259,4,17,0,0,0
LK-4127135,457,401,19,34,3,0,0
LK-4127140,339,306,14,19,0,0,0
LK-4127145,450,398,17,29,5,0,1
LK-4127150,320,313,4,2,1,0,0
LK-4127155,426,384,12,29,0,0,1
LK-4127160,232,216,3,11,1,0,1
LK-4127165,132,131,1,0,0,0,0
LK-4127170,146,142,1,3,0,0,0
LK-4127175,306,295,4,7,0,0,0
LK-4130,16198,15672,255,250,14,4,3
LK-4130005,149,141,4,4,0,0,0
LK-4130010,410,392,2,15,1,0,0
LK-4130015,241,235,0,6,0,0,0
LK-4130020,330,314,7,8,1,0,0
LK-4130025,186,181,0,5,0,0,0
LK-4130030,320,310,3,7,0,0,0
LK-4130035,488,470,14,2,1,1,0
LK-4130040,236,233,1,1,1,0,0
LK-4130045,137,133,4,0,0,0,0
LK-4130050,209,204,4,0,0,1,0
LK-4130055,273,271,2,0,0,0,0
LK-4130060,112,110,2,0,0,0,0
LK-4130065,242,222,3,16,0,1,0
LK-4130070,549,520,6,23,0,0,0
LK-4130075,438,411,6,21,0,0,0
LK-4130080,228,216,1,11,0,0,0
LK-4130085,294,292,1,0,1,0,0
LK-4130090,471,455,0,15,1,0,0
LK-4130095,289,251,9,27,2,0,0
LK-4130100,170,139,6,25,0,0,0
LK-4130105,453,428,14,11,0,0,0
LK-4130110,181,175,2,4,0,0,0
LK-4130115,235,223,9,2,1,0,0
LK-4130120,158,153,3,2,0,0,0
LK-4130125,277,271,2,3,0,0,1
LK-4130130,269,263,2,4,0,0,0
LK-4130135,249,245,2,1,0,1,0
LK-4130140,388,385,3,0,0,0,0
LK-4130145,348,341,5,1,0,0,1
LK-4130150,208,204,4,0,0,0,0
LK-4130155,485,472,2,8,3,0,0
LK-4130160,467,463,2,2,0,0,0
LK-4130165,289,274,8,6,1,0,0
LK-4130170,387,380,4,3,0,0,0
LK-4130175,333,330,2,1,0,0,0
LK-4130180,170,167,3,0,0,0,0
LK-4130185,372,367,5,0,0,0,0
LK-4130190,237,236,1,0,0,0,0
LK-4130195,302,287,15,0,0,0,0
LK-4130200,420,395,22,3,0,0,0
LK-4130205,357,356,1,0,0,0,0
LK-4130210,227,217,1,8,1,0,0
LK-4130215,89,87,2,0,0,0,0
LK-4130220,152,150,1,1,0,0,0
LK-4130225,314,309,5,0,0,0,0
LK-4130230,86,83,3,0,0,0,0
LK-4130235,190,186,4,0,0,0,0
LK-4130240,272,271,1,0,0,0,0
LK-4130245,155,152,0,2,0,0,1
LK-4130250,193,189,4,0,0,0,0
LK-4130255,164,159,5,0,0,0,0
LK-4130260,241,229,12,0,0,0,0
LK-4130265,90,90,0,0,0,0,0
LK-4130270,286,282,3,1,0,0,0
LK-4130275,267,262,5,0,0,0,0
LK-4130280,321,321,0,0,0,0,0
LK-4130285,235,223,12,0,0,0,0
LK-4130290,304,295,8,1,0,0,0
LK-4130295,163,162,1,0,0,0,0
LK-4130300,92,90,2,0,0,0,0
LK-4133,16476,12921,971,2442,57,24,61
LK-4133005,357,345,11,1,0,0,0
LK-4133010,280,274,6,0,0,0,0
LK-4133015,426,385,10,30,1,0,0
LK-4133020,395,297,17,78,2,1,0
LK-4133025,293,203,21,64,0,0,5
LK-4133030,213,187,12,13,1,0,0
LK-4133035,406,373,0,32,1,0,0
LK-4133040,265,237,4,23,1,0,0
LK-4133045,412,317,22,70,2,0,1
LK-4133050,458,379,28,51,0,0,0
LK-4133055,634,551,25,50,0,1,7
LK-4133060,547,352,54,133,2,1,5
LK-4133065,348,232,33,81,1,0,1
LK-4133070,462,257,53,145,0,0,7
LK-4133075,526,354,69,83,2,2,16
LK-4133080,311,205,24,76,0,0,6
LK-4133085,314,204,30,74,5,0,1
LK-4133090,434,294,51,88,1,0,0
LK-4133095,154,108,10,34,2,0,0
LK-4133100,400,244,33,118,3,1,1
LK-4133105,862,717,64,77,1,3,0
LK-4133110,626,421,55,142,3,4,1
LK-4133115,215,162,16,35,2,0,0
LK-4133120,317,218,56,42,0,1,0
LK-4133125,420,315,16,85,0,3,1
LK-4133130,786,723,14,47,1,1,0
LK-4133135,487,442,18,24,2,0,1
LK-4133140,465,391,14,59,0,1,0
LK-4133145,265,250,2,13,0,0,0
LK-4133150,471,456,3,11,1,0,0
LK-4133155,520,467,8,42,2,1,0
LK-4133160,393,326,5,59,1,0,2
LK-4133165,456,323,30,100,2,0,1
LK-4133170,514,348,36,126,3,0,1
LK-4133175,353,205,36,112,0,0,0
LK-4133180,214,177,9,27,0,1,0
LK-4133185,293,261,13,18,0,1,0
LK-4133190,439,312,20,100,4,1,2
LK-4133195,347,302,21,13,11,0,0
LK-4133200,398,307,22,66,0,1,2
LK-4136,11151,7657,1731,1617,51,41,54
LK-4136005,171,149,11,10,0,1,0
LK-4136010,658,580,40,36,1,1,0
LK-4136015,132,97,10,20,1,0,4
LK-4136020,263,140,94,23,1,1,4
LK-4136025,263,135,98,30,0,0,0
LK-4136030,659,441,53,156,6,0,3
LK-4136035,348,301,38,8,0,1,0
LK-4136040,844,502,278,55,2,3,4
LK-4136045,741,517,192,26,3,3,0
LK-4136050,397,289,50,55,1,2,0
LK-4136055,365,209,92,59,3,0,2
LK-4136060,175,124,28,22,1,0,0
LK-4136065,499,262,102,123,1,1,10
LK-4136070,444,299,65,76,1,2,1
LK-4136075,423,290,55,71,4,2,1
LK-4136080,384,161,52,164,3,0,4
LK-4136085,396,228,66,100,2,0,0
LK-4136090,478,298,40,123,2,15,0
LK-4136095,297,184,43,62,1,2,5
LK-4136100,303,158,59,72,6,0,8
LK-4136105,389,346,15,21,5,1,1
LK-4136110,408,265,69,67,0,2,5
LK-4136115,394,305,32,56,0,0,1
LK-4136120,380,345,10,23,2,0,0
LK-4136125,481,393,56,30,2,0,0
LK-4136130,279,223,19,35,2,0,0
LK-4136135,322,179,57,82,1,2,1
LK-4136140,258,237,7,12,0,2,0
LK-4139,3953,3839,69,14,5,7,19
LK-4139005,74,72,2,0,0,0,0
LK-4139010,109,77,1,4,2,7,18
LK-4139015,183,181,1,0,0,0,1
LK-4139020,398,379,15,3,1,0,0
LK-4139025,136,136,0,0,0,0,0
LK-4139030,102,100,2,0,0,0,0
LK-4139035,105,105,0,0,0,0,0
LK-4139040,225,222,1,2,0,0,0
LK-4139045,78,77,1,0,0,0,0
LK-4139050,127,119,8,0,0,0,0
LK-4139055,278,275,1,1,1,0,0
LK-4139060,80,79,1,0,0,0,0
LK-4139065,220,217,2,1,0,0,0
LK-4139070,88,88,0,0,0,0,0
LK-4139075,139,137,1,1,0,0,0
LK-4139080,54,51,3,0,0,0,0
LK-4139085,67,67,0,0,0,0,0
LK-4139090,26,26,0,0,0,0,0
LK-4139095,96,94,2,0,0,0,0
LK-4139100,218,213,4,1,0,0,0
LK-4139105,77,75,2,0,0,0,0
LK-4139110,121,109,10,1,1,0,0
LK-4139115,48,47,1,0,0,0,0
LK-4139120,51,51,0,0,0,0,0
LK-4139125,68,67,1,0,0,0,0
LK-4139130,47,45,2,0,0,0,0
LK-4139135,97,97,0,0,0,0,0
LK-4139140,230,230,0,0,0,0,0
LK-4139145,171,170,1,0,0,0,0
LK-4139150,240,233,7,0,0,0,0
LK-4142,930,919,9,1,1,0,0
LK-4142005,166,164,2,0,0,0,0
LK-4142010,108,103,5,0,0,0,0
LK-4142015,208,205,1,1,1,0,0
LK-4142020,164,164,0,0,0,0,0
LK-4142025,152,152,0,0,0,0,0
LK-4142030,132,131,1,0,0,0,0
LK-42,23975,21221,604,2046,79,3,22
LK-4203,11704,9549,442,1657,41,2,13
LK-4203005,253,248,3,2,0,0,0
LK-4203010,18,15,2,1,0,0,0
LK-4203015,297,278,5,14,0,0,0
LK-4203020,166,157,1,7,1,0,0
LK-4203025,131,128,2,1,0,0,0
LK-4203030,81,80,1,0,0,0,0
LK-4203035,282,279,2,0,1,0,0
LK-4203040,550,429,14,100,6,0,1
LK-4203045,273,214,8,46,5,0,0
LK-4203050,265,229,1,35,0,0,0
LK-4203055,422,412,6,3,1,0,0
LK-4203060,183,165,1,16,1,0,0
LK-4203065,161,155,2,4,0,0,0
LK-4203070,368,354,6,8,0,0,0
LK-4203075,139,132,2,5,0,0,0
LK-4203080,97,90,1,6,0,0,0
LK-4203085,167,160,4,3,0,0,0
LK-4203090,83,77,0,6,0,0,0
LK-4203095,119,104,4,11,0,0,0
LK-4203100,351,295,12,43,1,0,0
LK-4203105,460,269,30,158,2,0,1
LK-4203110,497,355,36,104,1,0,1
LK-4203115,72,70,0,2,0,0,0
LK-4203120,156,141,2,12,0,0,1
LK-4203125,437,400,9,25,3,0,0
LK-4203130,510,473,5,26,3,0,3
LK-4203135,343,312,8,22,1,0,0
LK-4203140,828,697,19,111,1,0,0
LK-4203145,498,371,79,46,1,0,1
LK-4203150,434,224,25,184,1,0,0
LK-4203155,295,104,18,167,6,0,0
LK-4203160,451,252,59,137,1,0,2
LK-4203165,323,271,6,46,0,0,0
LK-4203170,238,158,16,64,0,0,0
LK-4203175,165,92,11,55,4,2,1
LK-4203180,158,41,8,106,1,0,2
LK-4203185,339,282,12,45,0,0,0
LK-4203190,159,125,8,26,0,0,0
LK-4203195,5,5,0,0,0,0,0
LK-4203200,76,74,2,0,0,0,0
LK-4203205,55,54,1,0,0,0,0
LK-4203210,24,24,0,0,0,0,0
LK-4203215,90,85,2,3,0,0,0
LK-4203220,104,101,1,2,0,0,0
LK-4203225,8,7,0,1,0,0,0
LK-4203230,98,94,2,2,0,0,0
LK-4203235,215,212,1,2,0,0,0
LK-4203240,67,66,1,0,0,0,0
LK-4203245,193,189,4,0,0,0,0
LK-4206,3778,3694,69,13,2,0,0
LK-4206005,182,182,0,0,0,0,0
LK-4206010,134,128,5,1,0,0,0
LK-4206015,277,276,1,0,0,0,0
LK-4206020,127,127,0,0,0,0,0
LK-4206025,149,146,3,0,0,0,0
LK-4206030,65,65,0,0,0,0,0
LK-4206035,22,21,1,0,0,0,0
LK-4206040,54,54,0,0,0,0,0
LK-4206045,82,80,2,0,0,0,0
LK-4206050,66,56,10,0,0,0,0
LK-4206055,151,151,0,0,0,0,0
LK-4206060,131,125,6,0,0,0,0
LK-4206065,76,73,3,0,0,0,0
LK-4206070,85,81,2,2,0,0,0
LK-4206075,101,98,2,1,0,0,0
LK-4206080,21,20,1,0,0,0,0
LK-4206085,31,30,1,0,0,0,0
LK-4206090,76,76,0,0,0,0,0
LK-4206095,64,64,0,0,0,0,0
LK-4206100,22,22,0,0,0,0,0
LK-4206105,162,161,0,1,0,0,0
LK-4206110,42,41,1,0,0,0,0
LK-4206115,87,86,1,0,0,0,0
LK-4206120,59,56,3,0,0,0,0
LK-4206125,92,92,0,0,0,0,0
LK-4206130,101,98,3,0,0,0,0
LK-4206135,99,95,1,3,0,0,0
LK-4206140,172,164,4,2,2,0,0
LK-4206145,70,65,5,0,0,0,0
LK-4206150,75,72,3,0,0,0,0
LK-4206155,170,168,1,1,0,0,0
LK-4206160,129,125,4,0,0,0,0
LK-4206165,143,139,3,1,0,0,0
LK-4206170,165,163,2,0,0,0,0
LK-4206175,87,87,0,0,0,0,0
LK-4206180,209,207,1,1,0,0,0
LK-4209,2057,2040,10,7,0,0,0
LK-4209005,216,214,0,2,0,0,0
LK-4209010,31,31,0,0,0,0,0
LK-4209015,120,119,1,0,0,0,0
LK-4209020,72,72,0,0,0,0,0
LK-4209025,72,72,0,0,0,0,0
LK-4209030,87,87,0,0,0,0,0
LK-4209035,70,70,0,0,0,0,0
LK-4209040,247,243,3,1,0,0,0
LK-4209045,170,169,1,0,0,0,0
LK-4209050,139,136,2,1,0,0,0
LK-4209055,127,127,0,0,0,0,0
LK-4209060,359,356,1,2,0,0,0
LK-4209065,88,86,2,0,0,0,0
LK-4209070,13,13,0,0,0,0,0
LK-4209075,48,48,0,0,0,0,0
LK-4209080,56,56,0,0,0,0,0
LK-4209085,142,141,0,1,0,0,0
LK-4212,4386,3961,63,341,13,1,7
LK-4212005,196,156,0,40,0,0,0
LK-4212010,155,94,9,49,2,1,0
LK-4212015,327,219,14,93,1,0,0
LK-4212020,225,168,7,48,1,0,1
LK-4212025,220,219,0,1,0,0,0
LK-4212030,122,120,0,2,0,0,0
LK-4212035,131,123,0,7,0,0,1
LK-4212040,60,60,0,0,0,0,0
LK-4212045,129,117,2,10,0,0,0
LK-4212050,101,100,0,1,0,0,0
LK-4212055,15,13,0,0,2,0,0
LK-4212060,119,115,1,3,0,0,0
LK-4212065,258,237,6,14,1,0,0
LK-4212070,60,58,0,2,0,0,0
LK-4212075,41,40,0,1,0,0,0
LK-4212080,80,76,0,4,0,0,0
LK-4212085,109,97,2,10,0,0,0
LK-4212090,58,56,1,0,1,0,0
LK-4212095,92,84,1,5,1,0,1
LK-4212100,103,98,0,5,0,0,0
LK-4212105,131,130,0,1,0,0,0
LK-4212110,110,93,1,13,0,0,3
LK-4212115,126,126,0,0,0,0,0
LK-4212120,126,122,2,2,0,0,0
LK-4212125,435,415,15,4,0,0,1
LK-4212130,121,113,0,8,0,0,0
LK-4212135,97,94,0,3,0,0,0
LK-4212140,202,192,0,6,4,0,0
LK-4212145,140,138,0,2,0,0,0
LK-4212150,211,203,2,6,0,0,0
LK-4212155,86,85,0,1,0,0,0
LK-4215,2050,1977,20,28,23,0,2
LK-4215005,235,225,0,7,2,0,1
LK-4215010,167,154,3,9,1,0,0
LK-4215015,30,30,0,0,0,0,0
LK-4215020,79,78,0,1,0,0,0
LK-4215025,100,100,0,0,0,0,0
LK-4215030,63,63,0,0,0,0,0
LK-4215035,66,65,0,0,1,0,0
LK-4215040,91,91,0,0,0,0,0
LK-4215045,137,137,0,0,0,0,0
LK-4215050,136,132,3,0,0,0,1
LK-4215055,36,36,0,0,0,0,0
LK-4215060,154,149,4,1,0,0,0
LK-4215065,75,70,0,4,1,0,0
LK-4215070,214,208,6,0,0,0,0
LK-4215075,140,140,0,0,0,0,0
LK-4215080,107,100,1,6,0,0,0
LK-4215085,85,83,2,0,0,0,0
LK-4215090,95,95,0,0,0,0,0
LK-4215095,18,0,0,0,18,0,0
LK-4215100,22,21,1,0,0,0,0
LK-43,41908,34770,1586,5319,86,18,129
LK-4303,2920,2805,111,4,0,0,0
LK-4303005,18,18,0,0,0,0,0
LK-4303010,10,9,1,0,0,0,0
LK-4303015,37,37,0,0,0,0,0
LK-4303020,100,96,4,0,0,0,0
LK-4303025,135,132,3,0,0,0,0
LK-4303030,205,187,18,0,0,0,0
LK-4303035,148,146,1,1,0,0,0
LK-4303040,235,226,9,0,0,0,0
LK-4303045,150,140,10,0,0,0,0
LK-4303050,134,118,16,0,0,0,0
LK-4303055,148,148,0,0,0,0,0
LK-4303060,192,177,15,0,0,0,0
LK-4303065,58,56,2,0,0,0,0
LK-4303070,138,134,4,0,0,0,0
LK-4303075,171,162,9,0,0,0,0
LK-4303080,216,205,9,2,0,0,0
LK-4303085,208,207,1,0,0,0,0
LK-4303090,305,304,1,0,0,0,0
LK-4303095,192,187,4,1,0,0,0
LK-4303100,120,116,4,0,0,0,0
LK-4306,3738,3628,12,95,0,0,3
LK-4306005,240,234,0,6,0,0,0
LK-4306010,54,53,1,0,0,0,0
LK-4306015,47,46,1,0,0,0,0
LK-4306020,198,194,3,1,0,0,0
LK-4306025,87,87,0,0,0,0,0
LK-4306030,53,53,0,0,0,0,0
LK-4306035,139,136,0,3,0,0,0
LK-4306040,258,258,0,0,0,0,0
LK-4306045,309,277,0,31,0,0,1
LK-4306050,218,187,0,31,0,0,0
LK-4306055,168,164,0,4,0,0,0
LK-4306060,337,330,0,7,0,0,0
LK-4306065,203,198,1,2,0,0,2
LK-4306070,227,222,0,5,0,0,0
LK-4306075,208,205,1,2,0,0,0
LK-4306080,158,157,0,1,0,0,0
LK-4306085,226,224,0,2,0,0,0
LK-4306090,228,225,3,0,0,0,0
LK-4306095,154,154,0,0,0,0,0
LK-4306100,226,224,2,0,0,0,0
LK-4309,28077,21281,1419,5157,83,17,120
LK-4309005,294,286,8,0,0,0,0
LK-4309010,162,160,2,0,0,0,0
LK-4309015,130,129,1,0,0,0,0
LK-4309020,86,85,1,0,0,0,0
LK-4309025,96,96,0,0,0,0,0
LK-4309030,86,86,0,0,0,0,0
LK-4309035,86,83,3,0,0,0,0
LK-4309040,169,165,3,1,0,0,0
LK-4309045,59,57,2,0,0,0,0
LK-4309050,25,25,0,0,0,0,0
LK-4309055,320,294,7,19,0,0,0
LK-4309060,223,222,1,0,0,0,0
LK-4309065,229,219,4,5,1,0,0
LK-4309070,1059,965,24,70,0,0,0
LK-4309075,1006,692,74,235,2,1,2
LK-4309080,1496,1265,55,168,3,4,1
LK-4309085,826,713,35,77,0,1,0
LK-4309090,1349,1089,59,196,3,2,0
LK-4309095,1430,795,118,508,6,0,3
LK-4309100,947,254,127,534,6,0,26
LK-4309105,224,220,2,2,0,0,0
LK-4309110,220,217,0,3,0,0,0
LK-4309115,714,697,6,11,0,0,0
LK-4309120,1058,1029,28,1,0,0,0
LK-4309125,453,431,22,0,0,0,0
LK-4309130,463,442,2,16,3,0,0
LK-4309135,685,661,6,18,0,0,0
LK-4309140,477,460,6,10,0,0,1
LK-4309145,630,604,8,18,0,0,0
LK-4309150,1086,858,60,160,2,5,1
LK-4309155,554,389,23,142,0,0,0
LK-4309160,550,414,16,117,2,0,1
LK-4309165,501,377,34,72,17,1,0
LK-4309170,841,722,33,84,2,0,0
LK-4309175,2107,1361,145,575,8,0,18
LK-4309180,863,818,32,13,0,0,0
LK-4309185,1442,1390,35,13,3,0,1
LK-4309190,838,319,66,432,10,0,11
LK-4309195,1350,338,148,809,9,0,46
LK-4309200,1601,967,125,500,3,1,5
LK-4309205,1108,660,91,348,3,2,4
LK-4309210,234,227,7,0,0,0,0
LK-4312,7173,7056,44,63,3,1,6
LK-4312005,2546,2530,6,6,2,0,2
LK-4312010,134,134,0,0,0,0,0
LK-4312015,145,145,0,0,0,0,0
LK-4312020,56,56,0,0,0,0,0
LK-4312025,80,77,3,0,0,0,0
LK-4312030,472,467,0,5,0,0,0
LK-4312035,245,242,3,0,0,0,0
LK-4312040,264,262,1,1,0,0,0
LK-4312045,226,219,2,4,1,0,0
LK-4312050,170,160,5,5,0,0,0
LK-4312055,296,294,1,1,0,0,0
LK-4312060,394,375,8,11,0,0,0
LK-4312065,467,442,1,20,0,1,3
LK-4312070,512,502,9,1,0,0,0
LK-4312075,543,538,1,4,0,0,0
LK-4312080,129,125,0,3,0,0,1
LK-4312085,185,182,3,0,0,0,0
LK-4312090,82,82,0,0,0,0,0
LK-4312095,61,60,1,0,0,0,0
LK-4312100,166,164,0,2,0,0,0
LK-44,24896,24277,430,146,38,0,5
LK-4403,2497,2449,39,6,2,0,1
LK-4403005,125,124,1,0,0,0,0
LK-4403010,85,84,1,0,0,0,0
LK-4403015,74,73,1,0,0,0,0
LK-4403020,389,380,5,3,0,0,1
LK-4403025,133,132,0,1,0,0,0
LK-4403030,150,149,1,0,0,0,0
LK-4403035,144,143,1,0,0,0,0
LK-4403040,83,81,2,0,0,0,0
LK-4403045,198,194,3,1,0,0,0
LK-4403050,33,33,0,0,0,0,0
LK-4403055,109,109,0,0,0,0,0
LK-4403060,56,56,0,0,0,0,0
LK-4403065,105,95,10,0,0,0,0
LK-4403070,190,189,1,0,0,0,0
LK-4403075,124,124,0,0,0,0,0
LK-4403080,134,130,3,0,1,0,0
LK-4403085,59,59,0,0,0,0,0
LK-4403090,132,132,0,0,0,0,0
LK-4403095,85,81,3,0,1,0,0
LK-4403100,89,81,7,1,0,0,0
LK-4406,1761,1715,43,2,1,0,0
LK-4406005,153,143,10,0,0,0,0
LK-4406010,100,100,0,0,0,0,0
LK-4406015,100,100,0,0,0,0,0
LK-4406020,154,145,9,0,0,0,0
LK-4406025,108,108,0,0,0,0,0
LK-4406030,125,123,2,0,0,0,0
LK-4406035,278,270,6,1,1,0,0
LK-4406040,181,174,6,1,0,0,0
LK-4406045,35,34,1,0,0,0,0
LK-4406050,99,97,2,0,0,0,0
LK-4406055,159,158,1,0,0,0,0
LK-4406060,41,41,0,0,0,0,0
LK-4406065,50,50,0,0,0,0,0
LK-4406070,96,90,6,0,0,0,0
LK-4406075,82,82,0,0,0,0,0
LK-4409,6463,6317,138,7,0,0,1
LK-4409010,314,305,9,0,0,0,0
LK-4409015,1078,1041,35,1,0,0,1
LK-4409025,279,266,12,1,0,0,0
LK-4409030,182,168,14,0,0,0,0
LK-4409045,175,171,3,1,0,0,0
LK-4409055,626,625,1,0,0,0,0
LK-4409060,278,268,10,0,0,0,0
LK-4409065,623,615,7,1,0,0,0
LK-4409070,536,529,7,0,0,0,0
LK-4409075,816,811,4,1,0,0,0
LK-4409080,417,406,11,0,0,0,0
LK-4409085,259,246,12,1,0,0,0
LK-4409090,330,321,8,1,0,0,0
LK-4409095,550,545,5,0,0,0,0
LK-4412,4099,4025,61,7,6,0,0
LK-4412005,109,109,0,0,0,0,0
LK-4412010,47,47,0,0,0,0,0
LK-4412015,272,270,1,1,0,0,0
LK-4412020,91,90,1,0,0,0,0
LK-4412025,86,86,0,0,0,0,0
LK-4412030,234,233,1,0,0,0,0
LK-4412035,188,186,2,0,0,0,0
LK-4412040,107,99,8,0,0,0,0
LK-4412045,122,119,3,0,0,0,0
LK-4412050,405,395,7,0,3,0,0
LK-4412055,297,295,2,0,0,0,0
LK-4412060,193,188,5,0,0,0,0
LK-4412065,262,255,5,2,0,0,0
LK-4412070,129,129,0,0,0,0,0
LK-4412075,33,33,0,0,0,0,0
LK-4412080,277,274,3,0,0,0,0
LK-4412085,113,112,1,0,0,0,0
LK-4412090,104,102,2,0,0,0,0
LK-4412095,85,85,0,0,0,0,0
LK-4412100,62,59,3,0,0,0,0
LK-4412105,11,10,1,0,0,0,0
LK-4412110,101,95,2,4,0,0,0
LK-4412115,124,121,3,0,0,0,0
LK-4412120,94,93,1,0,0,0,0
LK-4412125,190,185,5,0,0,0,0
LK-4412130,180,177,1,0,2,0,0
LK-4412135,183,178,4,0,1,0,0
LK-4415,7807,7531,145,115,14,0,2
LK-4415005,130,125,5,0,0,0,0
LK-4415010,236,229,5,2,0,0,0
LK-4415020,264,253,5,6,0,0,0
LK-4415025,46,44,2,0,0,0,0
LK-4415030,364,359,1,4,0,0,0
LK-4415035,117,114,3,0,0,0,0
LK-4415040,174,171,1,2,0,0,0
LK-4415045,130,124,2,4,0,0,0
