ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008,FIELD-0009,FIELD-0010,FIELD-0011,FIELD-0012,FIELD-0013
LK-6184185,271,201,36,31,0,0,0,0,3,0,0,0,0,0
LK-6184190,267,119,57,62,19,5,4,0,1,0,0,0,0,0
LK-6184195,534,328,43,4,61,37,4,46,1,0,2,0,0,8
LK-6184200,513,223,52,33,101,7,1,92,4,0,0,0,0,0
LK-6184205,164,79,41,28,1,0,1,12,1,0,1,0,0,0
LK-6184210,328,258,40,29,1,0,0,0,0,0,0,0,0,0
LK-6184215,463,354,83,23,3,0,0,0,0,0,0,0,0,0
LK-6184220,164,122,32,10,0,0,0,0,0,0,0,0,0,0
LK-6184225,382,276,42,62,0,0,0,0,2,0,0,0,0,0
LK-6184230,238,132,27,67,0,0,0,0,0,0,0,0,0,12
LK-6184235,195,104,15,62,3,0,0,10,0,0,0,0,0,1
LK-6184240,224,139,38,47,0,0,0,0,0,0,0,0,0,0
LK-6184245,150,113,2,28,0,0,0,0,1,0,0,0,0,6
LK-6184250,192,114,11,65,0,0,0,0,0,0,0,0,0,2
LK-6184255,231,176,34,21,0,0,0,0,0,0,0,0,0,0
LK-6184260,346,213,70,30,1,1,0,27,0,0,0,0,0,4
LK-6184265,388,188,103,85,0,0,0,12,0,0,0,0,0,0
LK-6184270,523,340,127,54,2,0,0,0,0,0,0,0,0,0
LK-6184275,409,261,35,32,61,6,8,0,4,0,0,0,0,2
LK-6184280,221,127,16,49,1,18,7,3,0,0,0,0,0,0
LK-6184285,321,139,90,86,1,1,1,0,0,0,0,0,0,3
LK-6184290,168,139,12,15,0,0,0,0,2,0,0,0,0,0
LK-6184295,182,105,18,59,0,0,0,0,0,0,0,0,0,0
LK-6184300,278,91,82,86,16,1,0,1,1,0,0,0,0,0
LK-6184305,227,131,33,26,0,0,0,25,0,0,0,0,0,12
LK-6184310,211,108,34,29,0,0,0,0,17,0,0,0,0,23
LK-6184315,177,104,13,52,0,0,1,6,1,0,0,0,0,0
LK-6184320,230,100,38,57,0,0,0,33,2,0,0,0,0,0
LK-6184325,307,226,51,25,1,2,2,0,0,0,0,0,0,0
LK-6184330,192,138,36,18,0,0,0,0,0,0,0,0,0,0
LK-6187,16972,9719,3876,1070,1163,284,156,365,249,2,21,1,5,61
LK-6187005,220,140,58,2,1,0,0,0,19,0,0,0,0,0
LK-6187010,247,172,67,5,1,0,0,0,1,1,0,0,0,0
LK-6187015,205,155,50,0,0,0,0,0,0,0,0,0,0,0
LK-6187020,204,152,36,5,0,0,0,0,10,0,0,0,1,0
LK-6187025,315,253,33,12,10,1,0,0,6,0,0,0,0,0
LK-6187030,161,93,23,6,37,0,2,0,0,0,0,0,0,0
LK-6187035,139,122,14,1,1,0,0,0,1,0,0,0,0,0
LK-6187040,153,92,45,10,0,0,0,0,1,0,0,0,0,5
LK-6187045,73,38,31,4,0,0,0,0,0,0,0,0,0,0
LK-6187050,205,131,37,14,17,4,1,1,0,0,0,0,0,0
LK-6187055,108,74,27,4,1,0,0,2,0,0,0,0,0,0
LK-6187060,183,90,51,12,14,2,0,4,10,0,0,0,0,0
LK-6187065,146,91,32,21,0,0,0,0,0,0,0,0,0,2
LK-6187070,119,85,28,3,1,0,0,0,2,0,0,0,0,0
LK-6187075,128,100,24,0,0,2,0,0,2,0,0,0,0,0
LK-6187080,113,75,25,10,0,1,0,0,2,0,0,0,0,0
LK-6187085,91,72,17,0,0,0,0,0,2,0,0,0,0,0
LK-6187090,131,89,32,8,0,0,0,0,2,0,0,0,0,0
LK-6187095,146,118,25,3,0,0,0,0,0,0,0,0,0,0
LK-6187100,143,97,23,17,0,0,1,0,5,0,0,0,0,0
LK-6187105,177,140,24,12,0,0,0,0,1,0,0,0,0,0
LK-6187110,201,133,59,9,0,0,0,0,0,0,0,0,0,0
LK-6187115,322,181,72,35,1,0,0,32,1,0,0,0,0,0
LK-6187120,237,182,55,0,0,0,0,0,0,0,0,0,0,0
LK-6187125,106,100,5,0,1,0,0,0,0,0,0,0,0,0
LK-6187130,154,25,47,13,56,10,3,0,0,0,0,0,0,0
LK-6187135,119,81,17,6,0,3,3,0,9,0,0,0,0,0
LK-6187140,132,94,29,7,0,0,0,0,2,0,0,0,0,0
LK-6187145,176,78,30,29,3,5,0,30,1,0,0,0,0,0
LK-6187150,256,126,61,7,61,1,0,0,0,0,0,0,0,0
LK-6187155,202,88,68,34,0,0,0,0,1,0,10,0,0,1
LK-6187160,167,121,21,4,18,0,1,1,1,0,0,0,0,0
LK-6187165,96,64,22,10,0,0,0,0,0,0,0,0,0,0
LK-6187170,180,130,40,4,0,0,3,0,3,0,0,0,0,0
LK-6187175,109,84,18,4,0,0,0,0,2,0,0,0,0,1
LK-6187180,368,264,83,5,8,1,0,0,5,0,0,0,2,0
LK-6187185,210,140,53,16,0,1,0,0,0,0,0,0,0,0
LK-6187190,185,58,49,47,2,3,0,23,2,0,0,0,0,1
LK-6187195,102,24,15,13,0,0,0,50,0,0,0,0,0,0
LK-6187200,105,19,32,11,42,1,0,0,0,0,0,0,0,0
LK-6187205,78,54,21,2,0,0,0,0,1,0,0,0,0,0
LK-6187210,75,66,8,0,0,0,0,0,1,0,0,0,0,0
LK-6187215,280,184,73,16,0,0,0,0,7,0,0,0,0,0
LK-6187220,158,114,20,8,0,0,0,0,2,0,0,0,0,14
LK-6187225,162,146,13,3,0,0,0,0,0,0,0,0,0,0
LK-6187230,192,147,35,7,0,0,0,0,2,0,0,0,0,1
LK-6187235,176,102,71,0,2,1,0,0,0,0,0,0,0,0
LK-6187240,167,42,107,2,16,0,0,0,0,0,0,0,0,0
LK-6187245,444,266,109,3,30,18,2,0,16,0,0,0,0,0
LK-6187250,119,104,13,0,0,0,2,0,0,0,0,0,0,0
LK-6187255,236,197,30,1,1,0,0,5,1,1,0,0,0,0
LK-6187260,134,74,36,20,2,1,0,0,1,0,0,0,0,0
LK-6187265,282,195,76,8,0,2,0,0,1,0,0,0,0,0
LK-6187270,139,99,27,11,0,0,0,1,1,0,0,0,0,0
LK-6187275,107,33,63,7,0,0,0,3,1,0,0,0,0,0
LK-6187280,212,108,87,15,0,0,0,0,2,0,0,0,0,0
LK-6187285,197,62,37,30,60,3,0,0,5,0,0,0,0,0
LK-6187290,344,227,45,23,0,0,0,48,1,0,0,0,0,0
LK-6187295,227,83,45,0,78,14,5,0,2,0,0,0,0,0
LK-6187300,193,66,16,4,29,3,1,70,3,0,0,0,1,0
LK-6187305,171,103,28,6,2,2,1,28,0,0,0,0,0,1
LK-6187310,226,123,57,46,0,0,0,0,0,0,0,0,0,0
LK-6187315,138,35,28,73,2,0,0,0,0,0,0,0,0,0
LK-6187320,119,47,35,30,2,1,0,0,0,0,0,0,0,4
LK-6187325,303,90,46,40,107,4,9,6,1,0,0,0,0,0
LK-6187330,157,118,31,1,2,0,3,0,2,0,0,0,0,0
LK-6187335,220,196,15,0,8,0,1,0,0,0,0,0,0,0
LK-6187340,169,95,55,10,0,9,0,0,0,0,0,0,0,0
LK-6187345,298,179,69,40,0,2,0,8,0,0,0,0,0,0
LK-6187350,245,84,121,16,0,3,0,21,0,0,0,0,0,0
LK-6187355,238,120,74,31,1,0,2,0,0,0,10,0,0,0
LK-6187360,277,121,92,49,0,1,6,0,8,0,0,0,0,0
LK-6187365,198,109,56,29,0,0,0,0,4,0,0,0,0,0
LK-6187370,272,121,46,2,90,10,0,0,0,0,0,0,1,2
LK-6187375,310,89,57,0,15,85,53,11,0,0,0,0,0,0
LK-6187380,364,198,124,24,8,5,0,4,1,0,0,0,0,0
LK-6187385,246,104,16,23,91,1,5,0,2,0,0,1,0,3
LK-6187390,161,98,49,4,0,2,0,6,2,0,0,0,0,0
LK-6187395,279,132,117,14,5,2,0,1,8,0,0,0,0,0
LK-6187400,388,191,28,2,100,43,12,2,10,0,0,0,0,0
LK-6187405,287,178,8,1,86,11,0,0,2,0,1,0,0,0
LK-6187410,303,115,46,6,48,9,1,6,46,0,0,0,0,26
LK-6187415,227,77,85,32,0,0,32,1,0,0,0,0,0,0
LK-6187420,620,256,183,28,103,17,7,1,25,0,0,0,0,0
LK-62,202796,57030,34591,3661,17626,13074,5545,19864,34696,3961,491,715,3445,8097
LK-6203,20330,4978,1438,227,1136,1721,374,3810,4123,253,6,27,480,1757
LK-6203005,276,12,27,38,7,11,5,27,0,0,1,0,1,147
LK-6203010,417,0,0,0,0,0,0,0,1,0,0,0,1,415
LK-6203015,785,82,52,4,11,67,10,193,52,93,0,0,5,216
LK-6203020,247,87,4,0,22,5,2,86,35,1,0,0,5,0
LK-6203025,503,112,33,0,4,0,0,0,318,0,0,0,7,29
LK-6203030,1365,374,36,11,82,84,11,7,698,4,0,1,39,18
LK-6203035,237,101,10,0,27,46,3,6,3,0,0,0,25,16
LK-6203040,460,149,14,1,117,58,19,28,28,29,1,0,10,6
LK-6203045,156,2,3,0,1,0,0,123,2,1,0,0,6,18
LK-6203050,514,92,26,0,2,61,6,307,2,0,0,0,1,17
LK-6203055,544,204,10,3,13,54,6,74,180,0,0,0,0,0
LK-6203060,1107,123,31,4,105,30,34,697,80,0,0,0,2,1
LK-6203065,898,103,59,3,33,138,7,544,10,0,0,0,0,1
LK-6203070,473,241,52,7,24,40,3,86,16,0,0,0,0,4
LK-6203075,912,301,20,19,143,171,4,209,31,6,0,1,3,4
LK-6203080,461,71,31,0,51,157,11,0,129,0,0,0,4,7
LK-6203085,288,97,24,0,34,14,7,6,106,0,0,0,0,0
LK-6203090,638,188,64,3,3,1,5,0,349,0,0,0,6,19
LK-6203095,517,183,2,1,41,37,7,232,10,0,0,0,1,3
LK-6203100,766,323,55,21,68,22,4,75,194,3,0,0,0,1
LK-6203105,296,41,19,3,3,3,3,64,52,0,0,0,3,105
LK-6203110,1483,436,161,46,107,162,20,264,252,3,0,0,12,20
LK-6203115,1557,439,67,32,26,140,31,36,312,85,0,0,123,266
LK-6203120,665,197,39,9,9,14,35,97,226,23,0,0,11,5
LK-6203125,379,30,6,2,92,175,32,4,31,1,0,0,4,2
LK-6203130,721,160,33,0,3,6,0,0,403,1,0,0,1,114
LK-6203135,485,13,12,4,0,2,1,90,69,1,0,0,4,289
LK-6203140,539,115,76,1,12,17,38,256,24,0,0,0,0,0
LK-6203145,293,59,11,1,25,8,5,99,85,0,0,0,0,0
LK-6203150,539,110,29,0,2,0,3,0,329,0,0,0,42,24
LK-6203155,1809,533,432,14,69,198,62,200,96,2,4,25,164,10
LK-6206,4680,120,1239,566,30,53,48,1972,150,9,373,4,7,109
LK-6206005,40,0,0,0,0,0,0,0,0,0,40,0,0,0
LK-6206010,206,3,171,25,3,2,2,0,0,0,0,0,0,0
LK-6206015,66,27,39,0,0,0,0,0,0,0,0,0,0,0
LK-6206020,194,3,151,0,0,2,5,0,0,0,29,0,0,4
LK-6206025,359,1,25,220,4,7,22,26,24,0,30,0,0,0
LK-6206030,580,4,69,194,1,2,0,0,1,0,242,0,1,66
LK-6206035,267,13,133,17,4,6,3,65,1,1,4,0,0,20
LK-6206040,289,5,4,0,0,0,0,262,5,6,1,0,0,6
LK-6206045,287,18,72,6,0,0,1,185,2,1,0,0,0,2
LK-6206050,231,1,51,0,1,1,0,175,1,1,0,0,0,0
LK-6206055,343,6,25,0,3,1,3,221,83,0,0,0,1,0
LK-6206060,210,1,67,0,5,2,1,117,14,0,0,3,0,0
LK-6206065,237,16,134,13,1,0,0,66,6,0,0,1,0,0
LK-6206070,138,5,61,0,0,1,0,66,5,0,0,0,0,0
LK-6206075,257,3,110,0,5,14,3,120,1,0,0,0,1,0
LK-6206080,728,0,3,0,2,10,4,667,3,0,26,0,3,10
LK-6206085,248,14,124,91,1,5,4,2,4,0,1,0,1,1
LK-6209,6848,651,2458,229,31,46,90,2444,618,68,20,95,3,95
LK-6209005,291,35,249,5,0,0,1,1,0,0,0,0,0,0
LK-6209010,269,14,121,16,0,1,0,0,116,0,1,0,0,0
LK-6209015,611,106,147,6,2,0,5,339,6,0,0,0,0,0
LK-6209020,150,6,0,1,0,1,1,137,2,0,0,0,0,2
LK-6209025,199,10,1,2,0,0,1,185,0,0,0,0,0,0
LK-6209030,172,13,24,3,0,0,1,130,1,0,0,0,0,0
LK-6209035,344,2,2,2,2,2,0,326,2,0,3,0,0,3
LK-6209040,204,15,117,1,0,0,0,71,0,0,0,0,0,0
LK-6209045,219,26,68,3,1,4,8,108,1,0,0,0,0,0
LK-6209050,204,3,2,0,0,0,0,199,0,0,0,0,0,0
LK-6209055,456,8,2,4,15,2,5,412,1,0,0,0,0,7
LK-6209060,453,80,39,34,2,0,1,263,0,0,0,4,0,30
LK-6209065,188,49,51,64,0,0,0,18,6,0,0,0,0,0
LK-6209070,195,21,133,20,0,0,0,0,4,0,3,14,0,0
LK-6209075,213,25,98,3,0,0,0,6,74,0,0,7,0,0
LK-6209080,173,26,71,2,1,5,28,0,30,0,2,8,0,0
LK-6209085,163,14,105,3,0,0,1,38,0,0,1,1,0,0
LK-6209090,194,15,167,3,0,0,0,3,0,2,0,0,1,3
LK-6209095,519,37,304,5,2,25,4,13,113,9,0,0,2,5
LK-6209100,153,31,71,3,4,0,9,32,3,0,0,0,0,0
LK-6209105,262,28,56,11,0,0,9,142,16,0,0,0,0,0
LK-6209110,216,13,51,2,0,0,2,20,71,56,1,0,0,0
LK-6209115,363,17,270,1,1,6,11,0,11,0,0,8,0,38
LK-6209120,123,1,50,2,1,0,0,1,29,0,3,32,0,4
LK-6209125,266,14,87,7,0,0,3,0,132,1,1,20,0,1
LK-6209130,248,42,172,26,0,0,0,0,0,0,5,1,0,2
LK-6212,4205,514,938,74,5,197,50,1960,333,1,3,85,8,37
LK-6212005,311,77,126,12,0,6,7,0,60,0,0,23,0,0
LK-6212010,164,36,56,0,0,0,12,18,14,0,2,26,0,0
LK-6212015,176,51,94,7,1,0,1,8,14,0,0,0,0,0
LK-6212020,393,41,17,2,0,2,6,291,11,0,1,1,4,17
LK-6212025,276,20,15,0,0,1,3,225,10,0,0,1,1,0
LK-6212030,193,8,2,2,3,1,0,174,0,0,0,0,0,3
LK-6212035,174,4,1,0,0,0,0,166,0,0,0,0,0,3
LK-6212040,92,17,34,0,0,0,0,0,17,0,0,24,0,0
LK-6212045,167,6,31,1,0,0,0,122,6,0,0,1,0,0
LK-6212050,160,8,73,0,0,0,0,12,67,0,0,0,0,0
LK-6212055,144,14,69,3,0,0,0,52,4,0,0,2,0,0
LK-6212060,225,46,115,18,1,0,0,2,39,1,0,2,1,0
LK-6212065,258,66,49,1,0,1,2,114,25,0,0,0,0,0
LK-6212070,253,54,167,10,0,1,3,1,17,0,0,0,0,0
LK-6212075,100,9,37,1,0,0,2,25,22,0,0,1,0,3
LK-6212080,278,12,27,1,0,0,0,212,17,0,0,0,0,9
LK-6212085,300,19,16,6,0,0,4,248,0,0,0,3,2,2
LK-6212090,278,13,1,5,0,184,2,72,0,0,0,1,0,0
LK-6212095,263,13,8,5,0,1,8,218,10,0,0,0,0,0
LK-6215,19747,1497,2552,143,4547,2774,1309,741,975,768,38,108,374,3921
LK-6215005,1662,47,55,15,203,641,233,369,51,5,7,1,9,26
LK-6215010,608,41,153,30,9,6,92,18,233,11,3,0,12,0
LK-6215015,226,7,36,0,0,2,10,168,2,0,0,0,0,1
LK-6215020,317,10,35,4,2,62,18,1,1,72,0,2,0,110
LK-6215025,789,62,83,0,374,99,28,0,26,0,0,0,0,117
LK-6215030,847,39,10,1,248,348,154,4,1,1,2,0,26,13
LK-6215035,1421,63,5,0,850,56,50,0,1,22,2,0,15,357
LK-6215040,3155,302,65,4,1472,422,37,7,38,2,0,3,104,699
LK-6215045,1035,64,143,1,30,120,157,1,96,107,2,2,2,310
LK-6215050,2421,248,469,19,610,582,79,4,57,12,8,0,97,236
LK-6215055,813,2,128,0,64,9,8,0,25,84,0,0,21,472
LK-6215060,362,32,1,0,133,35,3,0,1,25,0,0,0,132
LK-6215065,421,36,0,0,157,25,2,0,0,0,0,0,0,201
LK-6215070,139,39,1,0,87,0,4,0,1,0,0,0,7,0
LK-6215075,1590,82,115,1,226,243,271,86,332,14,13,0,6,201
LK-6215080,288,9,46,0,2,0,1,0,40,1,0,2,0,187
LK-6215085,434,38,115,13,4,2,0,10,0,112,1,80,0,59
LK-6215090,234,76,124,2,1,1,0,0,0,2,0,6,5,17
LK-6215095,295,27,60,4,2,3,1,1,1,1,0,0,52,143
LK-6215100,869,64,438,4,27,82,104,27,37,35,0,1,10,40
LK-6215105,1307,127,199,0,41,35,55,19,20,235,0,1,6,569
LK-6215110,514,82,271,45,5,1,2,26,12,27,0,10,2,31
LK-6218,15705,3005,2057,234,670,1472,984,1516,1932,2231,29,26,1142,407
LK-6218005,618,163,34,112,30,2,1,0,17,0,0,0,259,0
LK-6218010,725,83,18,16,39,170,187,10,18,0,0,0,2,182
LK-6218015,1028,54,171,1,11,37,361,313,15,29,0,0,0,36
LK-6218020,652,39,111,6,3,24,20,444,1,0,0,3,1,0
LK-6218025,646,24,23,2,1,67,45,408,22,19,0,5,16,14
LK-6218030,565,107,1,1,19,56,16,1,98,0,9,0,253,4
LK-6218035,440,11,4,12,21,27,6,0,27,100,12,0,220,0
LK-6218040,375,16,4,0,24,12,3,0,174,1,1,1,99,40
LK-6218045,697,66,73,11,5,27,25,0,264,25,0,0,136,65
LK-6218050,742,389,58,8,9,28,9,0,219,0,0,0,0,22
LK-6218055,393,92,64,0,23,95,27,16,76,0,0,0,0,0
LK-6218060,446,69,6,12,70,109,53,0,0,0,2,0,125,0
LK-6218065,390,15,23,8,14,152,82,40,2,45,0,5,3,1
LK-6218070,276,25,29,10,35,117,5,1,47,1,0,0,6,0
LK-6218075,494,178,117,5,11,40,15,4,124,0,0,0,0,0
LK-6218080,314,38,18,0,2,131,4,1,112,0,0,0,8,0
LK-6218085,532,144,54,7,119,81,13,2,23,88,1,0,0,0
LK-6218090,358,17,22,1,11,11,9,141,138,0,0,1,4,3
LK-6218095,178,0,0,0,0,0,6,0,170,2,0,0,0,0
LK-6218100,258,43,83,3,2,18,7,24,22,53,0,0,0,3
LK-6218105,324,42,158,0,0,0,11,44,1,66,0,0,2,0
LK-6218110,549,221,124,1,26,136,16,0,23,2,0,0,0,0
LK-6218115,364,152,31,0,30,5,5,0,140,0,0,0,0,1
LK-6218120,390,209,46,1,61,46,10,0,16,0,0,0,0,1
LK-6218125,613,30,50,0,17,1,1,0,5,507,2,0,0,0
LK-6218130,271,0,0,0,0,0,0,0,0,271,0,0,0,0
LK-6218135,683,24,1,1,0,0,0,0,1,655,1,0,0,0
LK-6218140,1090,289,206,0,38,21,21,58,80,341,1,0,3,32
LK-6218145,414,105,168,1,31,12,17,1,57,7,0,9,4,2
LK-6218150,598,303,173,7,17,45,9,0,25,19,0,0,0,0
LK-6218155,282,57,187,8,1,2,0,8,15,0,0,2,1,1
LK-6221,5456,859,2640,122,64,213,85,221,931,58,0,182,12,69
LK-6221005,251,47,128,27,0,0,1,8,28,1,0,11,0,0
LK-6221010,220,40,160,1,0,1,3,4,7,0,0,4,0,0
LK-6221015,279,148,107,16,0,2,6,0,0,0,0,0,0,0
LK-6221020,367,51,279,6,0,0,1,8,22,0,0,0,0,0
LK-6221025,278,82,190,1,2,0,0,0,3,0,0,0,0,0
LK-6221030,154,41,91,5,1,0,0,5,11,0,0,0,0,0
LK-6221035,153,8,116,15,0,0,0,2,2,7,0,1,0,2
LK-6221040,189,25,102,1,0,0,0,60,1,0,0,0,0,0
LK-6221045,175,16,67,1,1,0,0,84,6,0,0,0,0,0
LK-6221050,132,1,50,0,2,0,2,1,8,0,0,68,0,0
LK-6221055,180,10,12,1,0,0,1,4,152,0,0,0,0,0
LK-6221060,175,27,139,0,0,0,0,3,4,2,0,0,0,0
LK-6221065,121,5,57,0,1,2,2,0,52,0,0,1,1,0
LK-6221070,288,61,217,0,0,1,0,0,8,0,0,1,0,0
LK-6221075,193,27,102,13,4,1,1,0,39,0,0,6,0,0
LK-6221080,182,35,123,0,7,6,0,0,11,0,0,0,0,0
LK-6221085,260,37,126,0,0,0,0,16,27,0,0,46,0,8
LK-6221090,154,5,82,23,0,0,1,0,17,0,0,26,0,0
LK-6221095,264,26,73,1,8,68,9,9,70,0,0,0,0,0
LK-6221100,243,18,10,0,0,4,1,2,207,1,0,0,0,0
LK-6221105,186,9,66,2,2,0,1,1,99,3,0,3,0,0
LK-6221110,267,41,127,4,3,18,40,1,2,29,0,2,0,0
LK-6221115,166,32,89,1,0,5,8,0,31,0,0,0,0,0
LK-6221120,217,46,19,4,21,8,0,6,112,0,0,0,1,0
LK-6221125,362,21,108,0,12,97,8,7,12,15,0,13,10,59
LK-6224,10879,1875,5605,255,248,132,101,1477,905,59,1,123,54,44
LK-6224005,383,85,193,16,0,0,0,0,73,0,0,15,1,0
LK-6224010,245,9,137,0,0,1,0,4,2,43,0,10,1,38
LK-6224015,249,22,173,1,0,2,1,3,17,10,0,20,0,0
LK-6224020,387,32,158,2,2,1,0,7,180,0,1,2,2,0
LK-6224025,285,52,199,21,0,0,0,1,11,0,0,1,0,0
LK-6224030,370,47,146,4,3,0,1,87,71,0,0,11,0,0
LK-6224035,314,64,224,13,0,0,0,0,13,0,0,0,0,0
LK-6224040,195,18,168,2,3,0,1,0,3,0,0,0,0,0
LK-6224045,286,84,152,29,0,2,1,0,15,0,0,0,3,0
LK-6224050,334,90,117,10,0,3,0,84,30,0,0,0,0,0
LK-6224055,371,64,207,16,2,2,0,20,59,0,0,1,0,0
LK-6224060,342,45,137,7,1,1,0,151,0,0,0,0,0,0
LK-6224065,236,46,93,18,2,5,1,63,8,0,0,0,0,0
LK-6224070,122,13,26,5,0,0,0,1,77,0,0,0,0,0
LK-6224075,146,9,50,16,0,0,1,68,1,0,0,0,1,0
LK-6224080,340,77,242,19,0,0,1,1,0,0,0,0,0,0
LK-6224085,255,16,193,18,1,0,0,15,8,1,0,1,1,1
LK-6224090,389,47,106,2,2,2,13,193,20,0,0,0,1,3
LK-6224095,291,49,235,3,1,0,1,2,0,0,0,0,0,0
LK-6224100,219,13,116,2,0,0,0,72,15,0,0,0,1,0
LK-6224105,357,64,191,1,0,0,1,55,44,0,0,1,0,0
LK-6224110,344,129,171,15,3,8,3,0,13,0,0,0,2,0
LK-6224115,515,111,170,3,100,53,16,28,22,0,0,0,12,0
LK-6224120,314,40,138,3,0,0,2,119,3,0,0,9,0,0
LK-6224125,238,50,147,1,5,5,16,0,10,0,0,4,0,0
LK-6224130,151,27,58,1,0,0,0,3,51,0,0,11,0,0
LK-6224135,350,61,168,0,1,0,2,115,0,0,0,0,3,0
LK-6224140,460,69,198,0,103,33,7,1,17,0,0,9,21,2
LK-6224145,378,118,185,8,16,11,8,0,31,0,0,1,0,0
LK-6224150,285,60,140,0,2,2,21,50,10,0,0,0,0,0
LK-6224155,317,47,154,11,0,1,0,28,69,1,0,6,0,0
LK-6224160,352,56,267,2,1,0,2,7,0,0,0,17,0,0
LK-6224165,291,40,231,0,0,0,0,15,2,3,0,0,0,0
LK-6224170,332,56,187,1,0,0,2,57,21,1,0,3,4,0
LK-6224175,436,65,128,5,0,0,0,227,9,0,0,1,1,0
LK-6227,6922,2380,3460,100,31,50,21,321,491,5,14,33,6,10
LK-6227005,511,155,271,8,1,0,0,32,39,0,0,5,0,0
LK-6227010,446,175,176,1,14,8,2,29,33,0,0,8,0,0
LK-6227015,232,70,85,31,0,0,0,6,31,3,1,5,0,0
LK-6227020,311,118,158,7,1,0,0,0,19,0,0,1,2,5
LK-6227025,334,71,231,10,0,0,0,4,15,0,0,3,0,0
LK-6227030,421,91,295,12,0,0,1,12,1,0,0,5,3,1
LK-6227035,433,175,185,18,3,2,4,5,40,0,0,0,0,1
LK-6227040,424,138,208,0,1,4,5,55,13,0,0,0,0,0
LK-6227045,240,108,24,2,0,0,1,85,20,0,0,0,0,0
LK-6227050,344,69,185,2,0,0,0,0,88,0,0,0,0,0
LK-6227055,409,119,249,4,0,2,0,25,10,0,0,0,0,0
LK-6227060,500,254,235,0,1,0,0,3,1,0,0,6,0,0
LK-6227065,713,293,345,4,0,0,1,28,38,1,0,0,0,3
LK-6227070,259,55,204,0,0,0,0,0,0,0,0,0,0,0
LK-6227075,529,239,210,1,1,0,0,36,41,0,0,0,1,0
LK-6227080,261,120,66,0,4,21,0,0,49,1,0,0,0,0
LK-6227085,218,53,117,0,0,0,0,1,47,0,0,0,0,0
LK-6227090,337,77,216,0,5,13,7,0,6,0,13,0,0,0
LK-6230,11465,2245,2464,58,186,381,111,2034,3088,113,2,18,161,604
LK-6230005,370,65,119,0,1,0,0,32,66,74,0,4,2,7
LK-6230010,274,76,135,0,10,22,2,1,24,0,0,1,0,3
LK-6230015,432,171,186,20,0,7,0,4,44,0,0,0,0,0
LK-6230020,630,221,313,1,4,3,1,0,86,0,0,1,0,0
LK-6230025,184,56,77,0,0,1,1,0,49,0,0,0,0,0
LK-6230030,167,60,73,0,1,0,0,0,33,0,0,0,0,0
LK-6230035,248,5,51,0,0,0,0,128,64,0,0,0,0,0
LK-6230040,249,22,2,0,0,0,0,158,64,3,0,0,0,0
LK-6230045,555,113,217,1,2,10,1,7,200,1,0,0,3,0
LK-6230050,215,125,62,0,0,0,0,0,24,0,0,4,0,0
LK-6230055,227,51,154,0,3,0,0,0,19,0,0,0,0,0
LK-6230060,191,85,83,14,0,0,0,0,2,7,0,0,0,0
LK-6230065,289,116,117,1,0,0,0,18,35,0,0,2,0,0
LK-6230070,200,78,44,0,1,2,0,44,30,0,0,0,0,1
LK-6230075,549,1,2,0,0,0,0,0,5,0,0,2,137,402
LK-6230080,242,1,2,0,0,2,5,229,0,1,0,2,0,0
LK-6230085,335,13,3,0,61,43,21,180,13,0,0,0,1,0
LK-6230090,408,5,0,0,54,33,21,258,25,0,0,0,3,9
LK-6230095,260,66,10,0,2,13,7,109,51,0,0,0,1,1
LK-6230100,469,76,32,0,6,31,1,289,30,0,0,0,3,1
LK-6230105,219,25,22,0,0,0,0,171,1,0,0,0,0,0
LK-6230110,189,57,78,0,0,0,0,2,51,0,0,0,0,1
LK-6230115,385,182,151,17,0,2,1,0,32,0,0,0,0,0
LK-6230120,433,132,126,1,17,22,7,31,90,0,2,0,0,5
LK-6230125,328,48,90,1,0,2,3,0,178,5,0,0,0,1
LK-6230130,613,54,18,1,4,23,13,316,148,0,0,2,1,33
LK-6230135,236,11,50,0,10,113,14,0,26,10,0,0,0,2
LK-6230140,354,27,6,0,1,1,1,35,248,6,0,0,2,27
LK-6230145,326,4,5,0,0,2,2,0,300,3,0,0,3,7
LK-6230150,711,35,40,0,2,10,7,1,561,1,0,0,5,49
LK-6230155,311,63,34,1,0,0,0,4,154,0,0,0,0,55
LK-6230160,544,84,47,0,7,38,3,17,346,2,0,0,0,0
LK-6230165,322,117,115,0,0,1,0,0,89,0,0,0,0,0
LK-6233,16608,2781,2983,65,4038,2061,669,543,1801,353,1,12,989,312
LK-6233005,235,8,47,0,70,10,8,67,2,2,0,0,21,0
LK-6233010,725,68,116,1,46,102,63,2,57,164,1,0,105,0
LK-6233015,205,26,54,1,2,2,8,0,0,112,0,0,0,0
LK-6233020,119,6,16,1,8,4,45,21,18,0,0,0,0,0
LK-6233025,199,53,67,1,3,14,7,40,10,0,0,4,0,0
LK-6233030,225,75,109,1,8,7,7,0,18,0,0,0,0,0
LK-6233035,209,18,79,0,0,3,2,0,101,0,0,6,0,0
LK-6233040,216,25,121,2,0,4,3,0,60,1,0,0,0,0
LK-6233045,156,26,97,0,1,25,1,6,0,0,0,0,0,0
LK-6233050,153,15,17,0,7,13,39,59,3,0,0,0,0,0
